name,our_fhtw_lb,our_fhtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw
Pi-20-10-20-40-15.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-40-16.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-17.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-18.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-19.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-40-20.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-40-21.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-22.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-23.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-24.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-25.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-26.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-27.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-28.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-29.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-30.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-40-31.xml.hg,4.0,5.0,4.0,4.0,
Pi-20-10-20-40-32.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-33.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-34.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-35.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-36.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-37.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-38.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-40-39.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-40.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-41.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-42.xml.hg,4.0,4.5,4.0,4.0,
Pi-20-10-20-40-43.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-40-44.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-45.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-40-46.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-47.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-40-48.xml.hg,3.999998909199096,4.5,4.5,4.5,
Pi-20-10-20-40-49.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-50.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-40-51.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-52.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-53.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-54.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-55.xml.hg,4.0,5.0,5.0,5.0,
Pi-20-10-20-40-56.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-40-57.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-58.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-59.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-60.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-40-61.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-62.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-63.xml.hg,4.0,4.5,4.0,4.0,
Pi-20-10-20-40-64.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-65.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-66.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-40-67.xml.hg,4.0,4.5,4.0,4.0,
Pi-20-10-20-40-68.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-69.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-70.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-71.xml.hg,4.0,5.0,4.0,4.0,
Pi-20-10-20-40-72.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-73.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-74.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-40-75.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-76.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-40-77.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-78.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-79.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-80.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-81.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-82.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-83.xml.hg,4.0,5.0,5.0,5.0,
Pi-20-10-20-40-84.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-85.xml.hg,3.5,4.0,3.5,3.5,
Pi-20-10-20-40-86.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-87.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-88.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-89.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-90.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-91.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-40-92.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-93.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-94.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-95.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-96.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-97.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-40-98.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-99.xml.hg,3.0,4.5,4.0,4.0,
Pi-40-10-07948-40-00.xml.hg,5.5,6.0,6.0,6.0,
Pi-40-10-07948-40-01.xml.hg,6.0,7.5,-1,7.0,
Pi-40-10-07948-40-02.xml.hg,6.0,6.5,6.0,6.0,
Pi-40-10-07948-40-03.xml.hg,6.0,8.0,6.5,6.5,
Pi-40-10-07948-40-04.xml.hg,5.0,6.0,5.0,5.0,
Pi-40-10-07948-40-05.xml.hg,5.499999500015477,6.5,6.0,6.0,
Pi-40-10-07948-40-06.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-07.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-08.xml.hg,5.99999979483853,6.5,6.0,6.0,
Pi-40-10-07948-40-09.xml.hg,5.999999880487291,6.5,6.0,6.0,
Pi-40-10-07948-40-10.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-11.xml.hg,6.0,6.5,6.5,6.5,
Pi-40-10-07948-40-12.xml.hg,6.0,7.5,-1,6.5,
Pi-40-10-07948-40-13.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-14.xml.hg,5.999998996666666,8.0,7.0,7.0,
Pi-40-10-07948-40-15.xml.hg,6.0,7.0,6.0,6.0,
Pi-40-10-07948-40-16.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-17.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-18.xml.hg,6.0,8.0,-1,7.0,
Pi-40-10-07948-40-19.xml.hg,6.0,7.5,-1,7.0,
Pi-40-10-07948-40-20.xml.hg,6.0,6.5,6.0,6.0,
Pi-40-10-07948-40-21.xml.hg,6.0,7.5,7.0,7.0,
Pi-40-10-07948-40-22.xml.hg,6.0,7.0,6.0,6.0,
Pi-40-10-07948-40-23.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-24.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-25.xml.hg,5.49999972137415,6.0,6.0,6.0,
Pi-40-10-07948-40-26.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-27.xml.hg,5.5,7.0,6.5,6.5,
Pi-40-10-07948-40-28.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-29.xml.hg,5.5,7.0,-1,6.5,
Pi-40-10-07948-40-30.xml.hg,5.0,6.5,6.0,6.0,
Pi-40-10-07948-40-31.xml.hg,6.0,7.5,-1,6.5,
Pi-40-10-07948-40-32.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-33.xml.hg,5.0,6.5,6.0,6.0,
Pi-40-10-07948-40-34.xml.hg,6.0,7.5,-1,6.5,
Pi-40-10-07948-40-35.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-36.xml.hg,5.499999499809021,6.5,6.0,6.0,
Pi-40-10-07948-40-37.xml.hg,6.0,7.0,-1,7.0,
Pi-40-10-07948-40-38.xml.hg,7.0,8.0,7.0,7.0,
Pi-40-10-07948-40-39.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-40.xml.hg,6.0,7.5,7.0,7.0,
Pi-40-10-07948-40-41.xml.hg,5.999999114285717,6.5,6.0,6.0,
Pi-40-10-07948-40-42.xml.hg,5.5,6.0,6.0,6.0,
Pi-40-10-07948-40-43.xml.hg,5.5,7.0,6.5,6.5,
Pi-40-10-07948-40-44.xml.hg,5.999999000466667,7.0,-1,6.5,
Pi-40-10-07948-40-45.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-46.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-47.xml.hg,6.499999083424327,8.0,7.0,7.0,
Pi-40-10-07948-40-48.xml.hg,6.0,7.5,-1,7.0,
Pi-40-10-07948-40-49.xml.hg,6.0,8.0,-1,7.0,
Pi-40-10-07948-40-50.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-51.xml.hg,6.0,7.0,6.0,6.0,
Pi-40-10-07948-40-52.xml.hg,5.999998890173154,7.5,-1,7.0,
Pi-40-10-07948-40-53.xml.hg,6.0,7.0,6.5,6.5,
Pi-40-10-07948-40-54.xml.hg,6.0,8.0,-1,7.0,
Pi-40-10-07948-40-55.xml.hg,6.0,7.0,6.5,6.5,
Pi-40-10-07948-40-56.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-57.xml.hg,5.999999813520668,7.5,6.5,6.5,
Pi-40-10-07948-40-58.xml.hg,5.999999666666667,7.0,6.0,6.0,
Pi-40-10-07948-40-59.xml.hg,4.5,6.0,5.0,5.0,
Pi-40-10-07948-40-60.xml.hg,6.5,7.5,-1,7.0,
Pi-40-10-07948-40-61.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-62.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-63.xml.hg,6.0,8.0,-1,7.0,
Pi-40-10-07948-40-64.xml.hg,6.0,6.5,6.0,6.0,
Pi-40-10-07948-40-65.xml.hg,6.5,8.0,-1,7.0,
Pi-40-10-07948-40-66.xml.hg,5.999999782009197,6.5,6.5,6.5,
Pi-40-10-07948-40-67.xml.hg,5.999999304366227,7.5,-1,6.5,
Pi-40-10-07948-40-68.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-69.xml.hg,5.5,7.5,-1,6.5,
Pi-40-10-07948-40-70.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-71.xml.hg,6.5,8.0,-1,7.0,
Pi-40-10-07948-40-72.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-73.xml.hg,5.5,7.5,6.5,6.5,
Pi-40-10-07948-40-74.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-75.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-76.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-77.xml.hg,6.0,7.5,-1,6.5,
Pi-40-10-07948-40-78.xml.hg,6.0,7.5,-1,6.5,
Pi-40-10-07948-40-79.xml.hg,6.0,6.5,6.0,6.0,
Pi-40-10-07948-40-80.xml.hg,5.0,6.0,5.5,5.5,
Pi-40-10-07948-40-81.xml.hg,6.0,7.0,6.5,6.5,
Pi-40-10-07948-40-82.xml.hg,5.5,6.5,6.0,6.0,
Pi-40-10-07948-40-83.xml.hg,6.0,8.0,-1,7.0,
Pi-40-10-07948-40-84.xml.hg,5.0,7.5,-1,6.5,
Pi-40-10-07948-40-85.xml.hg,5.5,7.0,-1,6.5,
Pi-40-10-07948-40-86.xml.hg,5.0,6.5,6.0,6.0,
Pi-40-10-07948-40-87.xml.hg,6.0,8.0,-1,6.5,
Pi-40-10-07948-40-88.xml.hg,6.0,7.0,6.0,6.0,
Pi-40-10-07948-40-89.xml.hg,5.5,7.5,6.5,6.5,
Pi-40-10-07948-40-90.xml.hg,6.0,7.0,-1,7.0,
Pi-40-10-07948-40-91.xml.hg,6.0,7.5,-1,7.0,
Pi-40-10-07948-40-92.xml.hg,6.0,7.5,6.5,6.5,
Pi-40-10-07948-40-93.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-94.xml.hg,5.4999987636358965,7.0,6.0,6.0,
Pi-40-10-07948-40-95.xml.hg,6.0,7.5,-1,7.0,
Pi-40-10-07948-40-96.xml.hg,5.9999993889904175,7.0,6.0,6.0,
Pi-40-10-07948-40-97.xml.hg,6.0,7.0,-1,6.5,
Pi-40-10-07948-40-98.xml.hg,5.5,7.0,6.0,6.0,
Pi-40-10-07948-40-99.xml.hg,5.5,7.0,-1,6.5,
Renault-souffleuse-pos.xml.hg,2.0,2.0,2.0,2.0,
Renault-souffleuse.xml.hg,2.0,2.0,2.0,2.0,
STB-128-q1.hg,1,1.0,1.0,1.0,
STB-128-q10.hg,1,1.0,1.0,1.0,
STB-128-q11.hg,1,1.0,1.0,1.0,
STB-128-q12.hg,1,1.0,1.0,1.0,
STB-128-q13.hg,1,1.0,1.0,1.0,
STB-128-q14.hg,1,1.0,1.0,1.0,
STB-128-q15.hg,1,1.0,1.0,1.0,
STB-128-q16.hg,1,1.0,1.0,1.0,
STB-128-q17.hg,1,1.0,1.0,1.0,
STB-128-q18.hg,1,1.0,1.0,1.0,
STB-128-q19.hg,1,1.0,1.0,1.0,
STB-128-q2.hg,1,1.0,1.0,1.0,
STB-128-q20.hg,1,1.0,1.0,1.0,
STB-128-q3.hg,1,1.0,1.0,1.0,
STB-128-q4.hg,1,1.0,1.0,1.0,
STB-128-q5.hg,1,1.0,1.0,1.0,
STB-128-q6.hg,1,1.0,1.0,1.0,
STB-128-q7.hg,1,1.0,1.0,1.0,
STB-128-q8.hg,1,1.0,1.0,1.0,
STB-128-q9.hg,1,1.0,1.0,1.0,
adder_15.hg,2.0,2.0,2.0,2.0,
adder_25.hg,1.0714285714285714,2.0,2.0,2.0,
adder_50.hg,1.0294117647058822,2.0,2.0,2.0,
adder_75.hg,1,2.0,2.0,2.0,
adder_99.hg,1,2.0,2.0,2.0,
aim-50-1-6-sat-1.xml.hg,6.0,8.5,-1,-1,
aim-50-1-6-sat-2.xml.hg,6.5,8.0,-1,-1,
aim-50-1-6-sat-3.xml.hg,6.0,9.0,-1,-1,
aim-50-1-6-sat-4.xml.hg,6.0,8.666666666666666,-1,-1,
aim-50-1-6-unsat-1.xml.hg,6.666665704610144,8.0,-1,-1,
aim-50-1-6-unsat-2.xml.hg,3.5193929858617063,8.5,-1,-1,
aim-50-1-6-unsat-3.xml.hg,6.0,8.0,-1,-1,
aim-50-1-6-unsat-4.xml.hg,3.614432735718061,9.5,-1,-1,
aim-50-1_6-no-3.hg,6.0,8.0,-1,-1,
aim-50-2-0-sat-1.xml.hg,3.506566592251782,10.0,-1,-1,
aim-50-2-0-sat-2.xml.hg,3.3779517860328565,10.0,-1,-1,
aim-50-2-0-sat-3.xml.hg,3.510709268111667,10.0,-1,-1,
aim-50-2-0-sat-4.xml.hg,3.4536819528932683,9.5,-1,-1,
aim-50-2-0-unsat-1.xml.hg,3.653880161449209,11.166666666666666,-1,-1,
aim-50-2-0-unsat-2.xml.hg,3.596525784708481,10.428571428571429,-1,-1,
aim-50-2-0-unsat-3.xml.hg,3.6049198433515452,10.923076923076923,-1,-1,
aim-50-2-0-unsat-4.xml.hg,3.4918666684764124,10.571428571428571,-1,-1,
aim-50-2_0-no-3.hg,3.599400097515049,10.0,-1,-1,
aim-50-2_0-yes1-3.hg,3.3684972122757046,9.686274509803921,-1,-1,
aim-50-3_4-yes1-3.hg,4.046475771641768,13.0,-1,-1,
atv_partial_system.hg,2.0,3.0,3.0,3.0,
b02.hg,3.0,3.0,3.0,3.0,
b06.hg,3.75,4.0,4.0,4.0,
bridge_15.hg,2.0,2.0,-1,2.0,
bridge_25.hg,2.0,2.0,-1,2.0,
bridge_50.hg,2.0,2.0,-1,-1,
bridge_75.hg,2.0,2.0,-1,-1,
bridge_99.hg,2.0,2.0,-1,-1,
clique_15.hg,6.0,7.5,-1,7.5,
cnf-2-40-0100-730621.xml.hg,6.0,7.0,6.0,6.0,
cnf-2-40-0100-730622.xml.hg,5.5,6.5,6.0,6.0,
cnf-2-40-0100-730623.xml.hg,5.9999998454169425,6.5,6.0,6.0,
cnf-2-40-0100-730624.xml.hg,5.5,7.0,6.0,6.0,
cnf-2-40-0100-730625.xml.hg,5.9999986666666665,7.0,-1,6.5,
cnf-2-40-0100-730626.xml.hg,5.0,6.0,6.0,6.0,
cnf-2-40-0100-730627.xml.hg,6.0,7.0,-1,6.5,
cnf-2-40-0100-730628.xml.hg,6.0,7.0,6.0,6.0,
cnf-2-40-0100-730629.xml.hg,5.5,6.5,6.0,6.0,
cnf-2-40-0100-730630.xml.hg,5.999999866044749,7.5,-1,7.0,
cnf-2-80-0100-735541.xml.hg,5.0,5.0,5.0,5.0,
cnf-2-80-0100-735542.xml.hg,5.0,5.0,5.0,5.0,
cnf-2-80-0100-735543.xml.hg,5.0,6.0,-1,-1,
cnf-2-80-0100-735544.xml.hg,4.0,5.0,5.0,5.0,
cnf-2-80-0100-735545.xml.hg,4.0,5.0,5.0,5.0,
cnf-2-80-0100-735546.xml.hg,5.0,6.0,5.0,5.0,
cnf-2-80-0100-735547.xml.hg,5.0,6.0,6.0,6.0,
cnf-2-80-0100-735548.xml.hg,4.0,5.0,4.5,4.5,
cnf-2-80-0100-735549.xml.hg,4.0,4.0,4.0,4.0,
cnf-2-80-0100-735550.xml.hg,4.0,4.5,4.5,4.5,
cnf-3-40-0100-730621.xml.hg,3.257634557608381,9.208333333333334,-1,8.389,
cnf-3-40-0100-730622.xml.hg,3.1531833527442283,8.333333333333334,-1,7.429,
cnf-3-40-0100-730623.xml.hg,3.2275876160668098,9.222222222222221,-1,8.333,
cnf-3-40-0100-730624.xml.hg,2.971892248555817,8.333333333333332,-1,7.417,
cnf-3-40-0100-730625.xml.hg,3.1697432520758917,9.0,-1,8.3,
cnf-3-40-0100-730626.xml.hg,3.1404701382309983,9.0,-1,7.588,
cnf-3-40-0100-730627.xml.hg,3.3000765932987717,9.03125,-1,8.154,
cnf-3-40-0100-730628.xml.hg,3.0142853805874092,8.216216216216216,-1,7.731,
cnf-3-40-0100-730629.xml.hg,3.196148214430642,9.238095238095237,-1,8.043,
cnf-3-40-0100-730630.xml.hg,3.153717948642563,9.0,-1,8.047,
cnf-3-80-0100-735541.xml.hg,4.343088770278994,12.833333333333334,-1,-1,
cnf-3-80-0100-735542.xml.hg,3.978497388558123,12.333333333333334,-1,-1,
cnf-3-80-0100-735543.xml.hg,4.422554999233292,13.0,-1,-1,
cnf-3-80-0100-735544.xml.hg,3.87701711474382,12.0,-1,-1,
cnf-3-80-0100-735545.xml.hg,4.1341517886196115,12.75,-1,-1,
cnf-3-80-0100-735546.xml.hg,3.9979167345520845,12.0,-1,-1,
cnf-3-80-0100-735547.xml.hg,4.416841857813103,11.666666666666666,-1,-1,
cnf-3-80-0100-735548.xml.hg,3.808223460441487,13.5,-1,-1,
cnf-3-80-0100-735549.xml.hg,4.415056164579851,11.875,-1,-1,
cnf-3-80-0100-735550.xml.hg,4.051884635852728,11.0,-1,-1,
cril-0_X2.xml.hg,3.0,4.0,4.0,4.0,
deep100-q01.hg,1,1.0,1.0,1.0,
deep100-q02.hg,1,1.0,1.0,1.0,
deep100-q03.hg,1,1.0,1.0,1.0,
deep100-q04.hg,1,1.0,1.0,1.0,
deep100-q05.hg,1,1.0,1.0,1.0,
deep100-q06.hg,1,1.0,1.0,1.0,
deep100-q07.hg,1,1.0,1.0,1.0,
deep100-q08.hg,1,1.0,1.0,1.0,
deep100-q09.hg,1,1.0,1.0,1.0,
deep100-q10.hg,1,1.0,1.0,1.0,
deep100-q11.hg,1,1.0,1.0,1.0,
deep100-q12.hg,1,1.0,1.0,1.0,
deep100-q13.hg,1,1.0,1.0,1.0,
deep100-q14.hg,1,1.0,1.0,1.0,
deep100-q15.hg,1,1.0,1.0,1.0,
deep100-q16.hg,1,1.0,1.0,1.0,
deep100-q17.hg,1,1.0,1.0,1.0,
deep100-q18.hg,1,1.0,1.0,1.0,
deep100-q19.hg,1,1.0,1.0,1.0,
deep100-q20.hg,1,1.0,1.0,1.0,
deep200-q01.hg,1,1.0,1.0,1.0,
deep200-q02.hg,1,1.0,1.0,1.0,
deep200-q03.hg,1,1.0,1.0,1.0,
deep200-q04.hg,1,1.0,1.0,1.0,
deep200-q05.hg,1,1.0,1.0,1.0,
deep200-q06.hg,1,1.0,1.0,1.0,
deep200-q07.hg,1,1.0,1.0,1.0,
deep200-q08.hg,1,1.0,1.0,1.0,
deep200-q09.hg,1,1.0,1.0,1.0,
deep200-q10.hg,1,1.0,1.0,1.0,
deep200-q11.hg,1,1.0,1.0,1.0,
deep200-q12.hg,1,1.0,1.0,1.0,
deep200-q13.hg,1,1.0,1.0,1.0,
deep200-q14.hg,1,1.0,1.0,1.0,
deep200-q15.hg,1,1.0,1.0,1.0,
deep200-q16.hg,1,1.0,1.0,1.0,
deep200-q17.hg,1,1.0,1.0,1.0,
deep200-q18.hg,1,1.0,1.0,1.0,
deep200-q19.hg,1,1.0,1.0,1.0,
deep200-q20.hg,1,1.0,1.0,1.0,
deep300-queries.hg,1,1.0,1.0,1.0,
doctors100k-q08.hg,1,1.0,1.0,1.0,
doctors100k-q09.hg,1,1.0,1.0,1.0,
doctors10k-q08.hg,1,1.0,1.0,1.0,
doctors10k-q09.hg,1,1.0,1.0,1.0,
doctors1m-q08.hg,1,1.0,1.0,1.0,
doctors1m-q09.hg,1,1.0,1.0,1.0,
doctors500k-q01.hg,1,1.0,1.0,1.0,
doctors500k-q02.hg,1,1.0,1.0,1.0,
doctors500k-q03.hg,1,1.0,1.0,1.0,
doctors500k-q04.hg,1,1.0,1.0,1.0,
doctors500k-q05.hg,1,1.0,1.0,1.0,
doctors500k-q07.hg,1,1.0,1.0,1.0,
doctors500k-q08.hg,1,1.0,1.0,1.0,
doctors500k-q09.hg,1,1.0,1.0,1.0,
dubois20.hg,2.0,2.0,2.0,2.0,
dubois21.hg,2.0,2.0,2.0,2.0,
dubois23.hg,2.0,2.0,2.0,2.0,
dubois25.hg,2.0,2.0,2.0,2.0,
dubois27.hg,2.0,2.0,2.0,2.0,
dubois28.hg,2.0,2.0,2.0,2.0,
dubois29.hg,2.0,2.0,2.0,2.0,
dubois30.hg,2.0,2.0,2.0,2.0,
flat30-1.hg,4.740249964687661,10.0,-1,-1,
flat30-99.hg,4.401415934122741,12.0,-1,-1,
grid2d_10.hg,4.0,4.0,4.0,4.0,
grid2d_15.hg,5.0,6.0,-1,-1,
grid2d_20.hg,5.234369422225974,7.0,-1,-1,
grid2d_25.hg,6.619877781936702,9.0,-1,-1,
grid2d_30.hg,7.931878618532055,11.0,-1,-1,
grid2d_35.hg,1,18.0,-1,-1,
grid2d_40.hg,7.644023098220255,15.0,-1,-1,
grid2d_45.hg,1,22.0,-1,-1,
grid2d_50.hg,1,24.0,-1,-1,
grid2d_60.hg,1,34.0,-1,-1,
grid2d_70.hg,1,44.0,-1,-1,
grid2d_75.hg,1,38.0,-1,-1,
grid3d_5.hg,5.999997998155555,7.0,-1,-1,
grid4d_3.hg,5.0,6.0,6.0,6.0,
grid5.hg,3.0,3.0,3.0,3.0,
hg_adlerexample.txt,2.0,2.0,,,
hole9.hg,6.0,10.0,-1,-1,
job-10a.hg,1,1.0,1.0,1.0,
job-11a.hg,1,1.0,1.0,1.0,
job-12a.hg,1,1.0,1.0,1.0,
job-13a.hg,1,1.0,1.0,1.0,
job-14a.hg,1.5,1.5,1.5,1.5,
job-15a.hg,1,1.0,1.0,1.0,
job-16a.hg,1,1.0,1.0,1.0,
job-17a.hg,1,1.0,1.0,1.0,
job-18a.hg,1,1.0,1.0,1.0,
job-19a.hg,1,1.0,1.0,1.0,
job-1a.hg,1,1.0,1.0,1.0,
job-20a.hg,1.5,1.5,1.5,1.5,
job-21a.hg,1,1.0,1.0,1.0,
job-22a.hg,1.5,1.5,1.5,1.5,
job-23a.hg,1.5,1.5,1.5,1.5,
job-24a.hg,1,1.0,1.0,1.0,
job-25a.hg,1,1.0,1.0,1.0,
job-26a.hg,1.5,1.5,1.5,1.5,
job-27a.hg,1,1.0,1.0,1.0,
job-28a.hg,1.5,1.5,1.5,1.5,
job-29a.hg,2.0,2.0,2.0,2.0,
job-2a.hg,1,1.0,1.0,1.0,
job-30a.hg,1,1.0,1.0,1.0,
job-31a.hg,1,1.0,1.0,1.0,
job-32a.hg,1,1.0,1.0,1.0,
job-33a.hg,1,1.0,1.0,1.0,
job-3a.hg,1.0000000000153846,1.0,1.0,1.0,
job-4a.hg,1,1.0,1.0,1.0,
job-5a.hg,1,1.0,1.0,1.0,
job-6a.hg,1,1.0,1.0,1.0,
job-7a.hg,1,1.0,1.0,1.0,
job-8a.hg,1,1.0,1.0,1.0,
job-9a.hg,1,1.0,1.0,1.0,
lubm-q1.hg,1,1.0,1.0,1.0,
lubm-q10.hg,1,1.0,1.0,1.0,
lubm-q11.hg,1,1.0,1.0,1.0,
lubm-q12.hg,1,1.0,1.0,1.0,
lubm-q13.hg,1,1.0,1.0,1.0,
lubm-q14.hg,1,1.0,1.0,1.0,
lubm-q2.hg,1.5,1.5,1.5,1.5,
lubm-q3.hg,1,1.0,1.0,1.0,
lubm-q4.hg,1,1.0,1.0,1.0,
lubm-q5.hg,1,1.0,1.0,1.0,
lubm-q6.hg,1,1.0,1.0,1.0,
lubm-q7.hg,1,1.0,1.0,1.0,
lubm-q8.hg,1,1.0,1.0,1.0,
lubm-q9.hg,1.5,1.5,1.5,1.5,
mdd-7-25-5-56-01.xml.hg,3.222929936305732,3.428571428571433,3.367,3.367,
mdd-7-25-5-56-02.xml.hg,3.1333983422720624,3.328724666865413,-1,3.329,
mdd-7-25-5-56-03.xml.hg,3.2081585081585082,3.428571428571429,3.429,3.429,
mdd-7-25-5-56-04.xml.hg,3.184078964235354,3.326202118989405,3.326,3.326,
mdd-7-25-5-56-05.xml.hg,3.192602150104078,3.5714285714285716,3.482,3.482,
mdd-7-25-5-56-06.xml.hg,3.1590224693073896,3.3876876112948358,3.388,3.388,
mdd-7-25-5-56-07.xml.hg,3.0847736625514406,3.4285714285714293,3.429,3.429,
mdd-7-25-5-56-08.xml.hg,3.1824015796618537,3.4432063556732526,3.443,3.443,
