name,our_fhtw_lb,our_fhtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw
Kakuro-medium-041-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-042-ext.xml.hg,3.0,4.0,4.0,4.0,
Kakuro-medium-043-ext.xml.hg,3.0,4.0,4.0,-1,
Kakuro-medium-044-ext.xml.hg,3.0,4.0,4.0,4.0,
Kakuro-medium-045-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-046-ext.xml.hg,3.0,4.0,-1,4.0,
Kakuro-medium-047-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-048-ext.xml.hg,4.0,4.0,-1,4.0,
Kakuro-medium-049-ext.xml.hg,3.0,3.0,-1,-1,
Kakuro-medium-050-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-051-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-052-ext.xml.hg,4.0,4.0,-1,-1,
Kakuro-medium-053-ext.xml.hg,3.0,4.0,-1,4.0,
Kakuro-medium-054-ext.xml.hg,3.999999,4.0,-1,-1,
Kakuro-medium-055-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-056-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-057-ext.xml.hg,3.0,4.0,3.0,3.0,
Kakuro-medium-058-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-059-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-060-ext.xml.hg,3.0,3.0,-1,-1,
Kakuro-medium-061-ext.xml.hg,3.0,5.0,-1,-1,
Kakuro-medium-063-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-064-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-067-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-068-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-069-ext.xml.hg,3.0,4.0,-1,3.0,
Kakuro-medium-070-ext.xml.hg,3.0,5.0,-1,-1,
Kakuro-medium-071-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-072-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-073-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-074-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-081-ext.xml.hg,4.0,4.0,-1,-1,
Kakuro-medium-082-ext.xml.hg,3.9999999004999562,5.0,-1,-1,
Kakuro-medium-084-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-085-ext.xml.hg,3.9999980000370368,5.0,-1,-1,
Kakuro-medium-086-ext.xml.hg,3.0,4.0,3.0,-1,
Kakuro-medium-089-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-090-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-091-ext.xml.hg,3.9999997857523844,4.0,-1,-1,
Kakuro-medium-093-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-094-ext.xml.hg,3.0,3.0,-1,3.0,
Kakuro-medium-098-ext.xml.hg,4.472483195983201,7.0,-1,-1,
Kakuro-medium-099-ext.xml.hg,4.0,6.0,-1,-1,
Kakuro-medium-101-ext.xml.hg,5.0,6.0,-1,-1,
Kakuro-medium-104-ext.xml.hg,4.0,6.0,-1,-1,
Kakuro-medium-108-ext.xml.hg,4.014792899408284,6.0,-1,-1,
Kakuro-medium-109-ext.xml.hg,5.0,7.0,-1,-1,
Kakuro-medium-110-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-111-ext.xml.hg,3.3075056582346534,6.0,-1,-1,
Kakuro-medium-112-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-114-ext.xml.hg,3.7715986604448473,5.0,-1,-1,
Kakuro-medium-115-ext.xml.hg,3.0,5.0,-1,-1,
Kakuro-medium-117-ext.xml.hg,4.999998,6.0,-1,-1,
Kakuro-medium-118-ext.xml.hg,3.999998743013445,5.0,-1,-1,
Kakuro-medium-119-ext.xml.hg,4.0,6.0,-1,-1,
Kakuro-medium-120-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-121-ext.xml.hg,4.999998493258832,5.0,-1,-1,
Kakuro-medium-122-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-123-ext.xml.hg,4.999999576201534,6.0,-1,-1,
Kakuro-medium-124-ext.xml.hg,3.8288687260846643,6.0,-1,-1,
Kakuro-medium-125-ext.xml.hg,4.999999000000001,6.0,-1,-1,
Kakuro-medium-126-ext.xml.hg,3.999999621762962,5.0,-1,-1,
Kakuro-medium-127-ext.xml.hg,4.999999000000001,6.0,-1,-1,
Kakuro-medium-128-ext.xml.hg,5.0,6.0,-1,-1,
Kakuro-medium-129-ext.xml.hg,4.968945392327663,7.0,-1,-1,
Kakuro-medium-130-ext.xml.hg,3.8143052202857946,6.0,-1,-1,
Kakuro-medium-131-ext.xml.hg,3.0,4.0,-1,-1,
Kakuro-medium-132-ext.xml.hg,3.999999935489824,4.0,-1,-1,
Kakuro-medium-133-ext.xml.hg,4.477710109865426,6.0,-1,-1,
Kakuro-medium-134-ext.xml.hg,4.000722526679432,6.0,-1,-1,
Kakuro-medium-136-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-137-ext.xml.hg,6.0,6.0,-1,-1,
Kakuro-medium-140-ext.xml.hg,4.289931280664952,8.0,-1,-1,
Kakuro-medium-141-ext.xml.hg,5.0,5.0,-1,-1,
Kakuro-medium-145-ext.xml.hg,2.7743494013017505,5.0,-1,-1,
Kakuro-medium-146-ext.xml.hg,4.814683466718829,7.0,-1,-1,
Kakuro-medium-147-ext.xml.hg,3.9999998860475245,5.0,-1,-1,
Kakuro-medium-149-ext.xml.hg,4.49568877551055,7.0,-1,-1,
Kakuro-medium-150-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-151-ext.xml.hg,6.0,7.0,-1,-1,
Kakuro-medium-152-ext.xml.hg,4.051024872532327,6.0,-1,-1,
Kakuro-medium-153-ext.xml.hg,5.0,8.0,-1,-1,
Kakuro-medium-154-ext.xml.hg,3.2647400335440593,5.0,-1,-1,
Kakuro-medium-155-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-156-ext.xml.hg,4.99999960008,6.0,-1,-1,
Kakuro-medium-158-ext.xml.hg,4.9999988893385225,6.0,-1,-1,
Kakuro-medium-159-ext.xml.hg,4.9924485586287295,8.0,-1,-1,
Kakuro-medium-160-ext.xml.hg,4.0,5.0,-1,-1,
Kakuro-medium-162-ext.xml.hg,4.9999997499999935,6.0,-1,-1,
Kakuro-medium-165-ext.xml.hg,4.386370261355713,7.0,-1,-1,
Kakuro-medium-166-ext.xml.hg,4.0,4.0,-1,-1,
Kakuro-medium-167-ext.xml.hg,3.5604896540010653,5.0,-1,-1,
Kakuro-medium-168-ext.xml.hg,4.613575704909657,8.0,-1,-1,
Kakuro-medium-169-ext.xml.hg,4.7794175133272425,7.0,-1,-1,
MaxCSP-connell.xml.hg,2.0,3.0,3.0,3.0,
MaxCSP-eye.xml.hg,2.0,2.0,2.0,2.0,
MaxCSP-simple.xml.hg,2.0,2.0,2.0,2.0,
MaxCSP-spot5-0008.xml.hg,2.0,2.0,2.0,2.0,
MaxCSP-wijsmanguo.xml.hg,2.0,2.0,2.0,2.0,
NewSystem1.hg,2.0,3.0,3.0,3.0,
NewSystem2.hg,2.9999987966683648,4.0,-1,3.0,
NewSystem3.hg,2.0712220833227635,5.0,-1,-1,
NewSystem4.hg,2.0454545454545454,4.0,-1,-1,
Nonogram-001-table.xml.hg,1,24.0,-1,-1,
Nonogram-002-table.xml.hg,1,32.0,-1,-1,
Nonogram-003-table.xml.hg,4.383243691622103,20.0,-1,-1,
Nonogram-004-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-005-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-006-table.xml.hg,5.029535362025317,24.0,-1,-1,
Nonogram-007-table.xml.hg,1,32.0,-1,-1,
Nonogram-008-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-009-table.xml.hg,1,29.0,-1,-1,
Nonogram-010-table.xml.hg,4.174911169611308,20.0,-1,-1,
Nonogram-011-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-012-table.xml.hg,1,32.0,-1,-1,
Nonogram-013-table.xml.hg,5.029535362025317,24.0,-1,-1,
Nonogram-014-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-015-table.xml.hg,1,32.0,-1,-1,
Nonogram-016-table.xml.hg,1,32.0,-1,-1,
Nonogram-017-table.xml.hg,4.3320085709421114,20.0,-1,-1,
Nonogram-018-table.xml.hg,4.880630117117119,24.0,-1,-1,
Nonogram-020-table.xml.hg,1,32.0,-1,-1,
Nonogram-021-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-022-table.xml.hg,1,32.0,-1,-1,
Nonogram-023-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-024-table.xml.hg,1,32.0,-1,-1,
Nonogram-025-table.xml.hg,1,32.0,-1,-1,
Nonogram-027-table.xml.hg,4.9092475643906655,24.0,-1,-1,
Nonogram-028-table.xml.hg,1,32.0,-1,-1,
Nonogram-029-table.xml.hg,5.132691794871794,24.0,-1,-1,
Nonogram-030-table.xml.hg,4.645984912408759,20.0,-1,-1,
Nonogram-031-table.xml.hg,5.0295353620253165,24.0,-1,-1,
Nonogram-032-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-033-table.xml.hg,1,32.0,-1,-1,
Nonogram-034-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-035-table.xml.hg,4.88063011711712,24.0,-1,-1,
Nonogram-036-table.xml.hg,1,32.0,-1,-1,
Nonogram-037-table.xml.hg,4.461243523444974,20.0,-1,-1,
Nonogram-038-table.xml.hg,1,28.0,-1,-1,
Nonogram-039-table.xml.hg,1,32.0,-1,-1,
Nonogram-040-table.xml.hg,4.341726107913669,20.0,-1,-1,
Nonogram-041-table.xml.hg,3.8804592528735626,16.0,-1,-1,
Nonogram-042-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-043-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-044-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-045-table.xml.hg,3.494136854271357,16.0,-1,-1,
Nonogram-047-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-048-table.xml.hg,4.3320085709421114,20.0,-1,-1,
Nonogram-049-table.xml.hg,3.6335973650793654,16.0,-1,-1,
Nonogram-050-table.xml.hg,3.8804592528735626,16.0,-1,-1,
Nonogram-051-table.xml.hg,4.880630117117118,24.0,-1,-1,
Nonogram-053-table.xml.hg,5.029535362025317,24.0,-1,-1,
Nonogram-054-table.xml.hg,4.88063011711712,24.0,-1,-1,
Nonogram-055-table.xml.hg,1,32.0,-1,-1,
Nonogram-056-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-057-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-058-table.xml.hg,1,32.0,-1,-1,
Nonogram-059-table.xml.hg,5.283533918381831,24.0,-1,-1,
Nonogram-060-table.xml.hg,5.029535362025317,24.0,-1,-1,
Nonogram-062-table.xml.hg,3.6533238005427404,16.0,-1,-1,
Nonogram-063-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-064-table.xml.hg,4.3320085709421114,20.0,-1,-1,
Nonogram-066-table.xml.hg,4.6459849124087595,20.0,-1,-1,
Nonogram-067-table.xml.hg,1,32.0,-1,-1,
Nonogram-068-table.xml.hg,3.8804592528735626,16.0,-1,-1,
Nonogram-070-table.xml.hg,5.0295353620253165,24.0,-1,-1,
Nonogram-072-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-073-table.xml.hg,4.174911169611308,20.0,-1,-1,
Nonogram-074-table.xml.hg,3.6510259061583574,16.0,-1,-1,
Nonogram-075-table.xml.hg,1,32.0,-1,-1,
Nonogram-076-table.xml.hg,4.383243691622103,20.0,-1,-1,
Nonogram-077-table.xml.hg,1,32.0,-1,-1,
Nonogram-078-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-080-table.xml.hg,4.174911169611308,20.0,-1,-1,
Nonogram-081-table.xml.hg,4.909247564390663,24.0,-1,-1,
Nonogram-082-table.xml.hg,1,28.0,-1,-1,
Nonogram-083-table.xml.hg,3.633597365079365,16.0,-1,-1,
Nonogram-084-table.xml.hg,3.6335973650793654,16.0,-1,-1,
Nonogram-085-table.xml.hg,4.880630117117119,24.0,-1,-1,
Nonogram-087-table.xml.hg,4.879547303534305,24.0,-1,-1,
Nonogram-089-table.xml.hg,4.378787363636365,20.0,-1,-1,
Nonogram-091-table.xml.hg,1,32.0,-1,-1,
Nonogram-092-table.xml.hg,1,32.0,-1,-1,
Nonogram-093-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-094-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-096-table.xml.hg,4.879021365508366,24.0,-1,-1,
Nonogram-097-table.xml.hg,3.494136854271357,16.0,-1,-1,
Nonogram-098-table.xml.hg,4.174911169611308,20.0,-1,-1,
Nonogram-099-table.xml.hg,4.9092475643906655,24.0,-1,-1,
Nonogram-100-table.xml.hg,1,32.0,-1,-1,
Nonogram-101-table.xml.hg,3.5167459090909117,15.0,-1,-1,
Nonogram-102-table.xml.hg,4.9092475643906655,24.0,-1,-1,
Nonogram-104-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-105-table.xml.hg,1,32.0,-1,-1,
Nonogram-106-table.xml.hg,3.6296291111111114,16.0,-1,-1,
Nonogram-107-table.xml.hg,1,32.0,-1,-1,
Nonogram-108-table.xml.hg,1,32.0,-1,-1,
Nonogram-109-table.xml.hg,3.6533238005427404,16.0,-1,-1,
Nonogram-110-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-111-table.xml.hg,4.880630117117119,24.0,-1,-1,
Nonogram-113-table.xml.hg,4.383243691622103,20.0,-1,-1,
Nonogram-114-table.xml.hg,4.879547303534305,24.0,-1,-1,
Nonogram-115-table.xml.hg,4.132377022700119,20.0,-1,-1,
Nonogram-116-table.xml.hg,1,32.0,-1,-1,
Nonogram-117-table.xml.hg,4.332008570942112,20.0,-1,-1,
Nonogram-118-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-119-table.xml.hg,1,32.0,-1,-1,
Nonogram-120-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-121-table.xml.hg,1,32.0,-1,-1,
Nonogram-123-table.xml.hg,4.174911169611309,20.0,-1,-1,
Nonogram-124-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-125-table.xml.hg,1,32.0,-1,-1,
Nonogram-126-table.xml.hg,3.8804592528735626,16.0,-1,-1,
Nonogram-127-table.xml.hg,3.8793098275862077,16.0,-1,-1,
Nonogram-128-table.xml.hg,1,32.0,-1,-1,
Nonogram-129-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-131-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-132-table.xml.hg,4.3320085709421114,20.0,-1,-1,
Nonogram-133-table.xml.hg,4.9092475643906655,24.0,-1,-1,
Nonogram-134-table.xml.hg,4.9092475643906655,24.0,-1,-1,
Nonogram-135-table.xml.hg,1,24.0,-1,-1,
Nonogram-136-table.xml.hg,5.029535362025316,24.0,-1,-1,
Nonogram-137-table.xml.hg,1,32.0,-1,-1,
Nonogram-138-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-140-table.xml.hg,4.630951866666667,20.0,-1,-1,
Nonogram-141-table.xml.hg,1,32.0,-1,-1,
Nonogram-142-table.xml.hg,4.879021365508366,24.0,-1,-1,
Nonogram-144-table.xml.hg,3.494136854271357,16.0,-1,-1,
Nonogram-145-table.xml.hg,3.4941368542713573,16.0,-1,-1,
Nonogram-146-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-147-table.xml.hg,4.3320085709421114,20.0,-1,-1,
Nonogram-148-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-149-table.xml.hg,3.494136854271357,16.0,-1,-1,
Nonogram-150-table.xml.hg,5.38095186875726,24.0,-1,-1,
Nonogram-151-table.xml.hg,1,32.0,-1,-1,
Nonogram-152-table.xml.hg,4.174911169611312,20.0,-1,-1,
Nonogram-153-table.xml.hg,1,32.0,-1,-1,
Nonogram-155-table.xml.hg,3.6533238005427426,16.0,-1,-1,
Nonogram-156-table.xml.hg,3.6335973650793654,16.0,-1,-1,
Nonogram-157-table.xml.hg,4.461243523444977,20.0,-1,-1,
Nonogram-158-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-159-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-160-table.xml.hg,4.879547303534306,24.0,-1,-1,
Nonogram-161-table.xml.hg,3.6296291111111114,16.0,-1,-1,
Nonogram-162-table.xml.hg,5.283533918381831,24.0,-1,-1,
Nonogram-163-table.xml.hg,1,32.0,-1,-1,
Nonogram-164-table.xml.hg,3.494136854271357,16.0,-1,-1,
Nonogram-165-table.xml.hg,5.442319061073412,24.0,-1,-1,
Nonogram-166-table.xml.hg,5.283533918381831,24.0,-1,-1,
Nonogram-167-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-168-table.xml.hg,4.174911169611308,20.0,-1,-1,
Nonogram-169-table.xml.hg,4.909247564390666,24.0,-1,-1,
Nonogram-170-table.xml.hg,1,32.0,-1,-1,
Nonogram-171-table.xml.hg,3.6533238005427404,16.0,-1,-1,
Nonogram-172-table.xml.hg,4.461243523444978,20.0,-1,-1,
Nonogram-173-table.xml.hg,5.029535362025317,24.0,-1,-1,
Nonogram-175-table.xml.hg,5.0295353620253165,24.0,-1,-1,
Nonogram-176-table.xml.hg,3.653323800542741,16.0,-1,-1,
Nonogram-177-table.xml.hg,1,32.0,-1,-1,
Nonogram-178-table.xml.hg,5.301417978723404,24.0,-1,-1,
Nonogram-179-table.xml.hg,5.129104300494827,24.0,-1,-1,
Nonogram-180-table.xml.hg,1,32.0,-1,-1,
Ontology-256-q1.hg,1,1.0,1.0,1.0,
Ontology-256-q10.hg,1,1.0,1.0,1.0,
Ontology-256-q11.hg,1,1.0,1.0,1.0,
Ontology-256-q12.hg,1,1.0,1.0,1.0,
Ontology-256-q13.hg,1,1.0,1.0,1.0,
Ontology-256-q14.hg,1,1.0,1.0,1.0,
Ontology-256-q15.hg,1,1.0,1.0,1.0,
Ontology-256-q16.hg,1,1.0,1.0,1.0,
Ontology-256-q17.hg,1,1.0,1.0,1.0,
Ontology-256-q18.hg,1,1.0,1.0,1.0,
Ontology-256-q19.hg,1,1.0,1.0,1.0,
Ontology-256-q2.hg,1,1.0,1.0,1.0,
Ontology-256-q20.hg,1,1.0,1.0,1.0,
Ontology-256-q3.hg,1,1.0,1.0,1.0,
Ontology-256-q4.hg,1,1.0,1.0,1.0,
Ontology-256-q5.hg,1,1.0,1.0,1.0,
Ontology-256-q6.hg,1,1.0,1.0,1.0,
Ontology-256-q7.hg,1,1.0,1.0,1.0,
Ontology-256-q8.hg,1,1.0,1.0,1.0,
Ontology-256-q9.hg,1,1.0,1.0,1.0,
Pi-20-10-20-30-00.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-01.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-02.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-03.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-04.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-05.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-06.xml.hg,4.0,4.5,4.0,4.0,
Pi-20-10-20-30-07.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-08.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-09.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-10.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-11.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-12.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-13.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-14.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-15.xml.hg,4.0,5.0,4.0,4.0,
Pi-20-10-20-30-16.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-17.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-18.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-19.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-20.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-21.xml.hg,3.9999995511098705,5.0,4.0,4.0,
Pi-20-10-20-30-22.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-23.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-24.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-25.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-26.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-30-27.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-28.xml.hg,3.9999993315555407,4.0,4.0,4.0,
Pi-20-10-20-30-29.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-30.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-31.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-32.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-33.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-34.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-35.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-36.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-37.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-38.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-39.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-40.xml.hg,4.0,5.0,4.0,4.0,
Pi-20-10-20-30-41.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-42.xml.hg,4.0,5.0,5.0,5.0,
Pi-20-10-20-30-43.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-30-44.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-45.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-46.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-47.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-48.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-49.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-50.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-51.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-52.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-53.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-54.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-55.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-56.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-57.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-30-58.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-59.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-60.xml.hg,3.0,4.0,3.5,3.5,
Pi-20-10-20-30-61.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-62.xml.hg,3.5,5.0,5.0,5.0,
Pi-20-10-20-30-63.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-64.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-65.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-66.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-67.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-68.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-69.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-70.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-71.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-72.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-73.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-74.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-75.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-76.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-77.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-78.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-79.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-80.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-81.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-82.xml.hg,3.5,4.0,4.0,4.0,
Pi-20-10-20-30-83.xml.hg,4.0,5.5,5.0,5.0,
Pi-20-10-20-30-84.xml.hg,4.0,4.5,4.5,4.5,
Pi-20-10-20-30-85.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-86.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-87.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-30-88.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-30-89.xml.hg,3.5,5.0,5.0,5.0,
Pi-20-10-20-30-90.xml.hg,3.5,5.0,4.0,4.0,
Pi-20-10-20-30-91.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-30-92.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-93.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-94.xml.hg,4.0,5.0,4.5,4.5,
Pi-20-10-20-30-95.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-30-96.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-30-97.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-98.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-30-99.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-00.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-01.xml.hg,4.0,4.5,4.0,4.0,
Pi-20-10-20-40-02.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-40-03.xml.hg,3.0,4.0,4.0,4.0,
Pi-20-10-20-40-04.xml.hg,3.5,4.5,4.5,4.5,
Pi-20-10-20-40-05.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-06.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-07.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-08.xml.hg,3.0,3.5,3.5,3.5,
Pi-20-10-20-40-09.xml.hg,4.0,5.5,5.0,5.0,
Pi-20-10-20-40-10.xml.hg,3.0,4.5,4.0,4.0,
Pi-20-10-20-40-11.xml.hg,4.0,5.0,4.0,4.0,
Pi-20-10-20-40-12.xml.hg,3.5,5.0,4.5,4.5,
Pi-20-10-20-40-13.xml.hg,3.5,4.5,4.0,4.0,
Pi-20-10-20-40-14.xml.hg,3.5,4.5,4.0,4.0,
