name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,our_num_runs,our_tot_time
Kakuro-hard-170-ext.xml.hg,4.0,4.0,4,4.0,54,3600
Kakuro-hard-171-ext.xml.hg,4.0,6.0,4,6.0,54,3600
Kakuro-hard-172-ext.xml.hg,4.503795633672453,8.0,5,8.0,50,3600
Kakuro-hard-173-ext.xml.hg,3.9999989669946783,5.0,4,5.0,51,3600
Kakuro-hard-174-ext.xml.hg,4.567986237361791,7.0,5,7.0,50,3600
Kakuro-medium-000-ext.xml.hg,3.0,3.0,3,3.0,60,121.61
Kakuro-medium-001-ext.xml.hg,3.0,3.0,3,3.0,60,285.02
Kakuro-medium-002-ext.xml.hg,2.0,2.0,2,2.0,60,1071.57
Kakuro-medium-003-ext.xml.hg,3.0,3.0,3,3.0,60,1348.28
Kakuro-medium-004-ext.xml.hg,3.0,4.0,3,4.0,60,1139.38
Kakuro-medium-005-ext.xml.hg,2.9999995002610222,4.0,3,4.0,60,1131.79
Kakuro-medium-006-ext.xml.hg,3.0,4.0,3,4.0,60,1123.86
Kakuro-medium-007-ext.xml.hg,3.0,3.0,3,3.0,60,1095.6
Kakuro-medium-008-ext.xml.hg,3.0,4.0,3,4.0,60,984.54
Kakuro-medium-009-ext.xml.hg,3.0,3.0,3,3.0,60,1069.94
Kakuro-medium-010-ext.xml.hg,3.0,3.0,3,3.0,60,1006.61
Kakuro-medium-011-ext.xml.hg,3.0,4.0,3,4.0,60,1128.15
Kakuro-medium-012-ext.xml.hg,1,5.0,1,5.0,7,163.81
Kakuro-medium-013-ext.xml.hg,3.0,3.0,3,3.0,60,1312.7
Kakuro-medium-014-ext.xml.hg,3.0,3.0,3,3.0,60,749.18
Kakuro-medium-015-ext.xml.hg,4.0,4.0,4,4.0,60,511.8
Kakuro-medium-016-ext.xml.hg,3.0,3.0,3,3.0,60,1310.17
Kakuro-medium-017-ext.xml.hg,3.0,3.0,3,3.0,60,938.79
Kakuro-medium-018-ext.xml.hg,3.0,3.0,3,3.0,60,479.95
Kakuro-medium-019-ext.xml.hg,3.0,4.0,3,4.0,60,894.32
Kakuro-medium-020-ext.xml.hg,3.0,4.0,3,4.0,60,1058.86
Kakuro-medium-021-ext.xml.hg,3.0,3.0,3,3.0,60,1293.37
Kakuro-medium-022-ext.xml.hg,3.0,3.0,3,3.0,60,1192.8
Kakuro-medium-023-ext.xml.hg,3.0,4.0,3,4.0,60,870.73
Kakuro-medium-024-ext.xml.hg,3.0,3.0,3,3.0,60,1039.01
Kakuro-medium-025-ext.xml.hg,3.0,4.0,3,4.0,60,432.79
Kakuro-medium-026-ext.xml.hg,3.0,4.0,3,4.0,60,1079.72
Kakuro-medium-027-ext.xml.hg,3.0,4.0,3,4.0,60,1507.14
Kakuro-medium-028-ext.xml.hg,3.0,4.0,3,4.0,60,1076.12
Kakuro-medium-029-ext.xml.hg,2.0,3.0,2,3.0,60,908.56
Kakuro-medium-030-ext.xml.hg,3.0,4.0,3,4.0,60,1040.23
Kakuro-medium-031-ext.xml.hg,3.0,4.0,3,4.0,60,907.34
Kakuro-medium-032-ext.xml.hg,3.0,3.0,3,3.0,60,1466.61
Kakuro-medium-033-ext.xml.hg,3.0,4.0,3,4.0,60,1178.58
Kakuro-medium-034-ext.xml.hg,3.0,3.0,3,3.0,60,953.17
Kakuro-medium-035-ext.xml.hg,3.0,3.0,3,3.0,60,1081.23
Kakuro-medium-036-ext.xml.hg,3.0,3.0,3,3.0,60,877.25
Kakuro-medium-037-ext.xml.hg,4.0,5.0,4,5.0,60,1091.43
Kakuro-medium-038-ext.xml.hg,3.0,4.0,3,4.0,60,1369.7
Kakuro-medium-039-ext.xml.hg,4.0,4.0,4,4.0,60,1067.56
Kakuro-medium-040-ext.xml.hg,3.0,4.0,3,4.0,60,1027.17
Kakuro-medium-041-ext.xml.hg,4.0,5.0,4,5.0,60,1419.1
Kakuro-medium-042-ext.xml.hg,3.0,4.0,3,4.0,60,1932.12
Kakuro-medium-043-ext.xml.hg,3.0,4.0,3,4.0,60,1340.52
Kakuro-medium-044-ext.xml.hg,3.0,4.0,3,4.0,60,1010.21
Kakuro-medium-045-ext.xml.hg,4.0,5.0,4,5.0,60,1145.49
Kakuro-medium-046-ext.xml.hg,3.0,4.0,3,4.0,60,1080.57
Kakuro-medium-047-ext.xml.hg,4.0,5.0,4,5.0,60,1020.12
Kakuro-medium-048-ext.xml.hg,4.0,4.0,4,4.0,60,1482.45
Kakuro-medium-049-ext.xml.hg,3.0,3.0,3,3.0,60,1161.92
Kakuro-medium-050-ext.xml.hg,3.0,4.0,3,4.0,60,1618.98
Kakuro-medium-051-ext.xml.hg,4.0,5.0,4,5.0,60,1259.11
Kakuro-medium-052-ext.xml.hg,4.0,4.0,4,4.0,60,1030.31
Kakuro-medium-053-ext.xml.hg,3.0,4.0,3,4.0,60,1579.75
Kakuro-medium-054-ext.xml.hg,3.999999,4.0,4,4.0,60,1190.44
Kakuro-medium-055-ext.xml.hg,3.0,3.0,3,3.0,60,1433.26
Kakuro-medium-056-ext.xml.hg,3.0,4.0,3,4.0,60,1105.82
Kakuro-medium-057-ext.xml.hg,3.0,4.0,3,4.0,60,2139.52
Kakuro-medium-058-ext.xml.hg,3.0,3.0,3,3.0,60,1718.79
Kakuro-medium-059-ext.xml.hg,3.0,4.0,3,4.0,60,1641.33
Kakuro-medium-060-ext.xml.hg,3.0,3.0,3,3.0,60,2635.51
Kakuro-medium-061-ext.xml.hg,3.0,5.0,3,5.0,56,3600
Kakuro-medium-063-ext.xml.hg,3.0,4.0,3,4.0,60,1947.39
Kakuro-medium-064-ext.xml.hg,3.0,4.0,3,4.0,60,1878.96
Kakuro-medium-067-ext.xml.hg,3.0,4.0,3,4.0,60,2018.78
Kakuro-medium-068-ext.xml.hg,3.0,4.0,3,4.0,60,2506.05
Kakuro-medium-069-ext.xml.hg,3.0,4.0,3,4.0,58,3600
Kakuro-medium-070-ext.xml.hg,3.0,5.0,3,5.0,60,1835.76
Kakuro-medium-071-ext.xml.hg,3.0,4.0,3,4.0,60,1303.7
Kakuro-medium-072-ext.xml.hg,3.0,4.0,3,4.0,60,1888.64
Kakuro-medium-073-ext.xml.hg,3.0,3.0,3,3.0,60,2413.84
Kakuro-medium-074-ext.xml.hg,3.0,3.0,3,3.0,60,1679.42
Kakuro-medium-081-ext.xml.hg,4.0,4.0,4,4.0,60,2731.18
Kakuro-medium-082-ext.xml.hg,3.9999999004999562,5.0,4,5.0,60,2803.04
Kakuro-medium-084-ext.xml.hg,3.0,4.0,3,4.0,60,1886.5
Kakuro-medium-085-ext.xml.hg,3.9999980000370368,5.0,4,5.0,60,3426.16
Kakuro-medium-086-ext.xml.hg,3.0,4.0,3,4.0,60,2476.0
Kakuro-medium-089-ext.xml.hg,3.0,3.0,3,3.0,60,1443.01
Kakuro-medium-090-ext.xml.hg,3.0,4.0,3,4.0,60,2656.55
Kakuro-medium-091-ext.xml.hg,3.9999997857523844,4.0,4,4.0,59,3600
Kakuro-medium-093-ext.xml.hg,4.0,5.0,4,5.0,52,3600
Kakuro-medium-094-ext.xml.hg,3.0,3.0,3,3.0,60,2374.76
Kakuro-medium-098-ext.xml.hg,4.472483195983201,7.0,5,7.0,50,3600
Kakuro-medium-099-ext.xml.hg,4.0,6.0,4,6.0,60,1995.4
Kakuro-medium-101-ext.xml.hg,5.0,6.0,5,6.0,60,3567.31
Kakuro-medium-104-ext.xml.hg,4.0,6.0,4,6.0,54,3600
Kakuro-medium-108-ext.xml.hg,4.014792899408284,6.0,5,6.0,50,3600
Kakuro-medium-109-ext.xml.hg,5.0,7.0,5,7.0,56,3600
Kakuro-medium-110-ext.xml.hg,4.0,5.0,4,5.0,56,3600
Kakuro-medium-111-ext.xml.hg,3.3075056582346534,6.0,4,6.0,45,3600
Kakuro-medium-112-ext.xml.hg,4.0,5.0,4,5.0,56,3600
Kakuro-medium-114-ext.xml.hg,3.7715986604448473,5.0,4,5.0,47,3600
Kakuro-medium-115-ext.xml.hg,3.0,5.0,3,5.0,60,3249.46
Kakuro-medium-117-ext.xml.hg,4.999998,6.0,5,6.0,59,3600
Kakuro-medium-118-ext.xml.hg,3.999998743013445,5.0,4,5.0,60,3312.55
Kakuro-medium-119-ext.xml.hg,4.0,6.0,4,6.0,55,3600
Kakuro-medium-120-ext.xml.hg,4.0,5.0,4,5.0,60,3515.98
Kakuro-medium-121-ext.xml.hg,4.999998493258832,5.0,5,5.0,60,3045.8
Kakuro-medium-122-ext.xml.hg,4.0,5.0,4,5.0,57,3600
Kakuro-medium-123-ext.xml.hg,4.999999576201534,6.0,5,6.0,55,3600
Kakuro-medium-124-ext.xml.hg,3.8288687260846643,6.0,4,6.0,50,3600
Kakuro-medium-125-ext.xml.hg,4.999999000000001,6.0,5,6.0,54,3600
Kakuro-medium-126-ext.xml.hg,3.999999621762962,5.0,4,5.0,60,3599.76
Kakuro-medium-127-ext.xml.hg,4.999999000000001,6.0,5,6.0,51,3600
Kakuro-medium-128-ext.xml.hg,5.0,6.0,5,6.0,51,3600
Kakuro-medium-129-ext.xml.hg,4.968945392327663,7.0,5,7.0,50,3600
Kakuro-medium-130-ext.xml.hg,3.8143052202857946,6.0,4,6.0,50,3600
Kakuro-medium-131-ext.xml.hg,3.0,4.0,3,4.0,60,2951.43
Kakuro-medium-132-ext.xml.hg,3.999999935489824,4.0,4,4.0,60,2684.69
Kakuro-medium-133-ext.xml.hg,4.477710109865426,6.0,5,6.0,50,3600
Kakuro-medium-134-ext.xml.hg,4.000722526679432,6.0,4,6.0,43,3600
Kakuro-medium-136-ext.xml.hg,4.0,5.0,4,5.0,52,3600
Kakuro-medium-137-ext.xml.hg,6.0,6.0,6,6.0,51,3600
Kakuro-medium-140-ext.xml.hg,4.289931280664952,8.0,5,8.0,50,3600
Kakuro-medium-141-ext.xml.hg,5.0,5.0,5,5.0,58,3600
Kakuro-medium-145-ext.xml.hg,2.7743494013017505,5.0,3,5.0,50,3600
Kakuro-medium-146-ext.xml.hg,4.814683466718829,7.0,5,7.0,46,3600
Kakuro-medium-147-ext.xml.hg,3.9999998860475245,5.0,4,5.0,52,3600
Kakuro-medium-149-ext.xml.hg,4.49568877551055,7.0,5,7.0,50,3600
Kakuro-medium-150-ext.xml.hg,4.0,5.0,4,5.0,52,3600
Kakuro-medium-151-ext.xml.hg,6.0,7.0,6,7.0,51,3600
Kakuro-medium-152-ext.xml.hg,4.051024872532327,6.0,5,6.0,50,3600
Kakuro-medium-153-ext.xml.hg,5.0,8.0,5,8.0,51,3600
Kakuro-medium-154-ext.xml.hg,3.2647400335440593,5.0,4,5.0,42,3600
Kakuro-medium-155-ext.xml.hg,4.0,5.0,4,5.0,60,2512.52
Kakuro-medium-156-ext.xml.hg,4.99999960008,6.0,5,6.0,59,3600
Kakuro-medium-158-ext.xml.hg,4.9999988893385225,6.0,5,6.0,53,3600
Kakuro-medium-159-ext.xml.hg,4.9924485586287295,8.0,5,8.0,50,3600
Kakuro-medium-160-ext.xml.hg,4.0,5.0,4,5.0,58,3600
Kakuro-medium-162-ext.xml.hg,4.9999997499999935,6.0,5,6.0,52,3600
Kakuro-medium-165-ext.xml.hg,4.386370261355713,7.0,5,7.0,50,3600
Kakuro-medium-166-ext.xml.hg,4.0,4.0,4,4.0,54,3600
Kakuro-medium-167-ext.xml.hg,3.5604896540010653,5.0,4,5.0,50,3600
Kakuro-medium-168-ext.xml.hg,4.613575704909657,8.0,5,8.0,50,3600
Kakuro-medium-169-ext.xml.hg,4.7794175133272425,7.0,5,7.0,50,3600
MaxCSP-connell.xml.hg,2.0,3.0,2,3.0,60,122.62
MaxCSP-eye.xml.hg,2.0,2.0,2,2.0,60,831.77
MaxCSP-simple.xml.hg,2.0,2.0,2,2.0,60,167.65
MaxCSP-spot5-0008.xml.hg,2.0,2.0,2,2.0,60,306.96
MaxCSP-wijsmanguo.xml.hg,2.0,2.0,2,2.0,60,1546.71
NewSystem1.hg,2.0,3.0,2,3.0,60,1802.45
NewSystem2.hg,2.9999987966683648,4.0,3,4.0,60,3031.26
NewSystem3.hg,2.0712220833227635,5.0,3,5.0,37,3600
NewSystem4.hg,2.0454545454545454,4.0,3,4.0,48,3600
Nonogram-001-table.xml.hg,1,24.0,1,24.0,10,3600
Nonogram-002-table.xml.hg,1,32.0,1,32.0,10,1242.31
Nonogram-003-table.xml.hg,4.383243691622103,20.0,5,20.0,15,3600
Nonogram-004-table.xml.hg,4.909247564390666,24.0,5,24.0,11,3600
Nonogram-005-table.xml.hg,4.909247564390666,24.0,5,24.0,11,3600
Nonogram-006-table.xml.hg,5.029535362025317,24.0,6,24.0,11,3600
Nonogram-007-table.xml.hg,1,32.0,1,32.0,1,3600
Nonogram-008-table.xml.hg,5.129104300494827,24.0,6,24.0,11,3600
Nonogram-009-table.xml.hg,1,29.0,1,29.0,10,1293.18
Nonogram-010-table.xml.hg,4.174911169611308,20.0,5,20.0,15,3600
Nonogram-011-table.xml.hg,4.879547303534306,24.0,5,24.0,11,3600
Nonogram-012-table.xml.hg,1,32.0,1,32.0,10,442.33
Nonogram-013-table.xml.hg,5.029535362025317,24.0,6,24.0,11,3600
Nonogram-014-table.xml.hg,5.129104300494827,24.0,6,24.0,11,3600
Nonogram-015-table.xml.hg,1,32.0,1,32.0,10,1293.74
Nonogram-016-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-017-table.xml.hg,4.3320085709421114,20.0,5,20.0,15,3600
Nonogram-018-table.xml.hg,4.880630117117119,24.0,5,24.0,11,3600
Nonogram-020-table.xml.hg,1,32.0,1,32.0,10,1033.09
Nonogram-021-table.xml.hg,5.129104300494827,24.0,6,24.0,11,3600
Nonogram-022-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-023-table.xml.hg,5.129104300494827,24.0,6,24.0,11,3600
Nonogram-024-table.xml.hg,1,32.0,1,32.0,10,1028.86
Nonogram-025-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-027-table.xml.hg,4.9092475643906655,24.0,5,24.0,11,3600
Nonogram-028-table.xml.hg,1,32.0,1,32.0,7,1785.64
Nonogram-029-table.xml.hg,5.132691794871794,24.0,6,24.0,11,3600
Nonogram-030-table.xml.hg,4.645984912408759,20.0,5,20.0,15,3600
Nonogram-031-table.xml.hg,5.0295353620253165,24.0,6,24.0,11,3600
Nonogram-032-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-033-table.xml.hg,1,32.0,1,32.0,10,1414.27
Nonogram-034-table.xml.hg,4.909247564390666,24.0,5,24.0,11,3600
Nonogram-035-table.xml.hg,4.88063011711712,24.0,5,24.0,11,3600
Nonogram-036-table.xml.hg,1,32.0,1,32.0,10,1293.65
Nonogram-037-table.xml.hg,4.461243523444974,20.0,5,20.0,15,3600
Nonogram-038-table.xml.hg,1,28.0,1,28.0,5,3413.77
Nonogram-039-table.xml.hg,1,32.0,1,32.0,10,1214.3
Nonogram-040-table.xml.hg,4.341726107913669,20.0,5,20.0,12,3600
Nonogram-041-table.xml.hg,3.8804592528735626,16.0,4,16.0,18,3600
Nonogram-042-table.xml.hg,3.653323800542741,16.0,4,16.0,20,3600
Nonogram-043-table.xml.hg,3.653323800542741,16.0,4,16.0,20,3600
Nonogram-044-table.xml.hg,4.879547303534306,24.0,5,24.0,11,3600
Nonogram-045-table.xml.hg,3.494136854271357,16.0,4,16.0,20,3600
Nonogram-047-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-048-table.xml.hg,4.3320085709421114,20.0,5,20.0,16,3600
Nonogram-049-table.xml.hg,3.6335973650793654,16.0,4,16.0,19,3600
Nonogram-050-table.xml.hg,3.8804592528735626,16.0,4,16.0,22,3600
Nonogram-051-table.xml.hg,4.880630117117118,24.0,5,24.0,11,3600
Nonogram-053-table.xml.hg,5.029535362025317,24.0,6,24.0,11,3600
Nonogram-054-table.xml.hg,4.88063011711712,24.0,5,24.0,12,3600
Nonogram-055-table.xml.hg,1,32.0,1,32.0,10,1153.64
Nonogram-056-table.xml.hg,3.653323800542741,16.0,4,16.0,19,3600
Nonogram-057-table.xml.hg,4.909247564390666,24.0,5,24.0,11,3600
Nonogram-058-table.xml.hg,1,32.0,1,32.0,9,1042.83
Nonogram-059-table.xml.hg,5.283533918381831,24.0,6,24.0,12,3600
Nonogram-060-table.xml.hg,5.029535362025317,24.0,6,24.0,11,3600
Nonogram-062-table.xml.hg,3.6533238005427404,16.0,4,16.0,26,3600
Nonogram-063-table.xml.hg,3.653323800542741,16.0,4,16.0,21,3600
Nonogram-064-table.xml.hg,4.3320085709421114,20.0,5,20.0,15,3600
Nonogram-066-table.xml.hg,4.6459849124087595,20.0,5,20.0,16,3600
Nonogram-067-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-068-table.xml.hg,3.8804592528735626,16.0,4,16.0,27,3600
Nonogram-070-table.xml.hg,5.0295353620253165,24.0,6,24.0,11,3600
Nonogram-072-table.xml.hg,5.129104300494827,24.0,6,24.0,11,3600
Nonogram-073-table.xml.hg,4.174911169611308,20.0,5,20.0,15,3600
Nonogram-074-table.xml.hg,3.6510259061583574,16.0,4,16.0,18,3600
Nonogram-075-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-076-table.xml.hg,4.383243691622103,20.0,5,20.0,16,3600
Nonogram-077-table.xml.hg,1,32.0,1,32.0,7,3600
Nonogram-078-table.xml.hg,5.129104300494827,24.0,6,24.0,12,3600
Nonogram-080-table.xml.hg,4.174911169611308,20.0,5,20.0,14,3600
Nonogram-081-table.xml.hg,4.909247564390663,24.0,5,24.0,11,3600
Nonogram-082-table.xml.hg,1,28.0,1,28.0,10,3600
Nonogram-083-table.xml.hg,3.633597365079365,16.0,4,16.0,21,3600
Nonogram-084-table.xml.hg,3.6335973650793654,16.0,4,16.0,28,3600
Nonogram-085-table.xml.hg,4.880630117117119,24.0,5,24.0,12,3600
Nonogram-087-table.xml.hg,4.879547303534305,24.0,5,24.0,11,3600
Nonogram-089-table.xml.hg,4.378787363636365,20.0,5,20.0,15,3600
Nonogram-091-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-092-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-093-table.xml.hg,3.653323800542741,16.0,4,16.0,21,3600
Nonogram-094-table.xml.hg,4.909247564390666,24.0,5,24.0,12,3600
Nonogram-096-table.xml.hg,4.879021365508366,24.0,5,24.0,11,3600
Nonogram-097-table.xml.hg,3.494136854271357,16.0,4,16.0,29,3600
Nonogram-098-table.xml.hg,4.174911169611308,20.0,5,20.0,14,3600
Nonogram-099-table.xml.hg,4.9092475643906655,24.0,5,24.0,13,3600
Nonogram-100-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-101-table.xml.hg,3.5167459090909117,15.0,4,15.0,16,3600
Nonogram-102-table.xml.hg,4.9092475643906655,24.0,5,24.0,12,3600
Nonogram-104-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-105-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-106-table.xml.hg,3.6296291111111114,16.0,4,16.0,22,3600
Nonogram-107-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-108-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-109-table.xml.hg,3.6533238005427404,16.0,4,16.0,27,3600
Nonogram-110-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-111-table.xml.hg,4.880630117117119,24.0,5,24.0,12,3600
Nonogram-113-table.xml.hg,4.383243691622103,20.0,5,20.0,16,3600
Nonogram-114-table.xml.hg,4.879547303534305,24.0,5,24.0,11,3600
Nonogram-115-table.xml.hg,4.132377022700119,20.0,5,20.0,15,3600
Nonogram-116-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-117-table.xml.hg,4.332008570942112,20.0,5,20.0,15,3600
Nonogram-118-table.xml.hg,5.129104300494827,24.0,6,24.0,12,3600
Nonogram-119-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-120-table.xml.hg,4.879547303534306,24.0,5,24.0,11,3600
Nonogram-121-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-123-table.xml.hg,4.174911169611309,20.0,5,20.0,15,3600
Nonogram-124-table.xml.hg,5.129104300494827,24.0,6,24.0,13,3600
Nonogram-125-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-126-table.xml.hg,3.8804592528735626,16.0,4,16.0,23,3600
Nonogram-127-table.xml.hg,3.8793098275862077,16.0,4,16.0,30,3600
Nonogram-128-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-129-table.xml.hg,5.129104300494827,24.0,6,24.0,12,3600
Nonogram-131-table.xml.hg,4.879547303534306,24.0,5,24.0,12,3600
Nonogram-132-table.xml.hg,4.3320085709421114,20.0,5,20.0,16,3600
Nonogram-133-table.xml.hg,4.9092475643906655,24.0,5,24.0,11,3600
Nonogram-134-table.xml.hg,4.9092475643906655,24.0,5,24.0,12,3600
Nonogram-135-table.xml.hg,1,24.0,1,24.0,10,3600
Nonogram-136-table.xml.hg,5.029535362025316,24.0,6,24.0,11,3600
Nonogram-137-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-138-table.xml.hg,4.909247564390666,24.0,5,24.0,12,3600
Nonogram-140-table.xml.hg,4.630951866666667,20.0,5,20.0,14,3600
Nonogram-141-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-142-table.xml.hg,4.879021365508366,24.0,5,24.0,11,3600
Nonogram-144-table.xml.hg,3.494136854271357,16.0,4,16.0,23,3600
Nonogram-145-table.xml.hg,3.4941368542713573,16.0,4,16.0,29,3600
Nonogram-146-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-147-table.xml.hg,4.3320085709421114,20.0,5,20.0,15,3600
Nonogram-148-table.xml.hg,4.879547303534306,24.0,5,24.0,13,3600
Nonogram-149-table.xml.hg,3.494136854271357,16.0,4,16.0,24,3600
Nonogram-150-table.xml.hg,5.38095186875726,24.0,6,24.0,12,3600
Nonogram-151-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-152-table.xml.hg,4.174911169611312,20.0,5,20.0,16,3600
Nonogram-153-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-155-table.xml.hg,3.6533238005427426,16.0,4,16.0,29,3600
Nonogram-156-table.xml.hg,3.6335973650793654,16.0,4,16.0,25,3600
Nonogram-157-table.xml.hg,4.461243523444977,20.0,5,20.0,15,3600
Nonogram-158-table.xml.hg,4.909247564390666,24.0,5,24.0,12,3600
Nonogram-159-table.xml.hg,4.879547303534306,24.0,5,24.0,11,3600
Nonogram-160-table.xml.hg,4.879547303534306,24.0,5,24.0,12,3600
Nonogram-161-table.xml.hg,3.6296291111111114,16.0,4,16.0,29,3600
Nonogram-162-table.xml.hg,5.283533918381831,24.0,6,24.0,11,3600
Nonogram-163-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-164-table.xml.hg,3.494136854271357,16.0,4,16.0,26,3600
Nonogram-165-table.xml.hg,5.442319061073412,24.0,6,24.0,13,3600
Nonogram-166-table.xml.hg,5.283533918381831,24.0,6,24.0,11,3600
Nonogram-167-table.xml.hg,5.129104300494827,24.0,6,24.0,12,3600
Nonogram-168-table.xml.hg,4.174911169611308,20.0,5,20.0,15,3600
Nonogram-169-table.xml.hg,4.909247564390666,24.0,5,24.0,11,3600
Nonogram-170-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-171-table.xml.hg,3.6533238005427404,16.0,4,16.0,29,3600
Nonogram-172-table.xml.hg,4.461243523444978,20.0,5,20.0,15,3600
Nonogram-173-table.xml.hg,5.029535362025317,24.0,6,24.0,12,3600
Nonogram-175-table.xml.hg,5.0295353620253165,24.0,6,24.0,11,3600
Nonogram-176-table.xml.hg,3.653323800542741,16.0,4,16.0,25,3600
Nonogram-177-table.xml.hg,1,32.0,1,32.0,10,3600
Nonogram-178-table.xml.hg,5.301417978723404,24.0,6,24.0,11,3600
Nonogram-179-table.xml.hg,5.129104300494827,24.0,6,24.0,13,3600
Nonogram-180-table.xml.hg,1,32.0,1,32.0,10,3600
Ontology-256-q1.hg,1,1.0,1,1.0,60,89.79
Ontology-256-q10.hg,1,1.0,1,1.0,60,54.77
Ontology-256-q11.hg,1,1.0,1,1.0,60,50.22
Ontology-256-q12.hg,1,1.0,1,1.0,60,50.85
Ontology-256-q13.hg,1,1.0,1,1.0,60,39.88
Ontology-256-q14.hg,1,1.0,1,1.0,60,88.17
Ontology-256-q15.hg,1,1.0,1,1.0,60,79.55
Ontology-256-q16.hg,1,1.0,1,1.0,60,33.48
Ontology-256-q17.hg,1,1.0,1,1.0,60,38.87
Ontology-256-q18.hg,1,1.0,1,1.0,60,34.5
Ontology-256-q19.hg,1,1.0,1,1.0,60,38.83
Ontology-256-q2.hg,1,1.0,1,1.0,60,54.62
Ontology-256-q20.hg,1,1.0,1,1.0,60,39.66
Ontology-256-q3.hg,1,1.0,1,1.0,60,51.98
Ontology-256-q4.hg,1,1.0,1,1.0,60,87.27
Ontology-256-q5.hg,1,1.0,1,1.0,60,83.64
Ontology-256-q6.hg,1,1.0,1,1.0,60,46.82
Ontology-256-q7.hg,1,1.0,1,1.0,60,84.66
Ontology-256-q8.hg,1,1.0,1,1.0,60,55.22
Ontology-256-q9.hg,1,1.0,1,1.0,60,57.06
Pi-20-10-20-30-00.xml.hg,3.5,4.5,4,5.0,60,526.28
Pi-20-10-20-30-01.xml.hg,3.5,5.0,4,5.0,60,646.27
Pi-20-10-20-30-02.xml.hg,3.0,4.5,3,5.0,60,483.73
Pi-20-10-20-30-03.xml.hg,3.5,4.0,4,4.0,60,535.81
Pi-20-10-20-30-04.xml.hg,3.5,5.0,4,5.0,60,517.83
Pi-20-10-20-30-05.xml.hg,4.0,4.5,4,5.0,60,568.88
Pi-20-10-20-30-06.xml.hg,4.0,4.5,4,5.0,60,503.7
Pi-20-10-20-30-07.xml.hg,3.5,4.5,4,5.0,60,563.65
Pi-20-10-20-30-08.xml.hg,4.0,4.5,4,5.0,60,527.59
Pi-20-10-20-30-09.xml.hg,3.0,4.5,3,5.0,60,633.94
Pi-20-10-20-30-10.xml.hg,3.0,4.5,3,5.0,60,598.47
Pi-20-10-20-30-11.xml.hg,3.5,4.0,4,4.0,60,601.67
Pi-20-10-20-30-12.xml.hg,3.5,4.5,4,5.0,60,539.83
Pi-20-10-20-30-13.xml.hg,3.5,4.5,4,5.0,60,649.36
Pi-20-10-20-30-14.xml.hg,3.5,4.0,4,4.0,60,541.22
Pi-20-10-20-30-15.xml.hg,4.0,5.0,4,5.0,60,817.69
Pi-20-10-20-30-16.xml.hg,3.5,5.0,4,5.0,60,636.72
Pi-20-10-20-30-17.xml.hg,3.5,4.5,4,5.0,60,629.5
Pi-20-10-20-30-18.xml.hg,3.0,4.0,3,4.0,60,456.59
Pi-20-10-20-30-19.xml.hg,3.5,4.5,4,5.0,60,761.79
Pi-20-10-20-30-20.xml.hg,3.5,4.5,4,5.0,60,489.76
Pi-20-10-20-30-21.xml.hg,3.9999995511098705,5.0,4,5.0,60,983.39
Pi-20-10-20-30-22.xml.hg,3.5,4.5,4,5.0,60,474.28
Pi-20-10-20-30-23.xml.hg,3.5,5.0,4,5.0,60,861.14
Pi-20-10-20-30-24.xml.hg,3.5,4.5,4,5.0,60,578.18
Pi-20-10-20-30-25.xml.hg,3.5,4.5,4,5.0,60,900.19
Pi-20-10-20-30-26.xml.hg,3.0,3.5,3,4.0,60,508.8
Pi-20-10-20-30-27.xml.hg,3.0,4.5,3,5.0,60,905.69
Pi-20-10-20-30-28.xml.hg,3.9999993315555407,4.0,4,4.0,60,483.07
