name,our_ghtw_lb,our_ghtw_ub,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub
Pi-20-10-20-40-55.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-56.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-57.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-58.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-59.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-60.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-61.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-62.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-63.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-64.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-65.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-66.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-67.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-68.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-69.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-70.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-71.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-72.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-73.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-74.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-75.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-76.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-77.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-78.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-79.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-80.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-81.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-82.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-83.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-84.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-85.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-86.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-87.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-88.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-89.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-90.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-91.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-92.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-93.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-94.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-95.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-96.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-97.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-98.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-99.xml.hg,3,5.0,4,4,4,4
Pi-40-10-07948-40-00.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-01.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-02.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-03.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-04.xml.hg,5,6.0,-1,5,5,5
Pi-40-10-07948-40-05.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-06.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-07.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-08.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-09.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-10.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-11.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-12.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-13.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-14.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-15.xml.hg,6,8.0,-1,6,6,6
Pi-40-10-07948-40-16.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-17.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-18.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-19.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-20.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-21.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-22.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-23.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-24.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-25.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-26.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-27.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-28.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-29.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-30.xml.hg,5,7.0,-1,6,6,6
Pi-40-10-07948-40-31.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-32.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-33.xml.hg,5,7.0,-1,6,6,6
Pi-40-10-07948-40-34.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-35.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-36.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-37.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-38.xml.hg,7,8.0,-1,7,6,8
Pi-40-10-07948-40-39.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-40.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-41.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-42.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-43.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-44.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-45.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-46.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-47.xml.hg,7,8.0,-1,7,7,8
Pi-40-10-07948-40-48.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-49.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-50.xml.hg,6,7.0,-1,7,6,7
Pi-40-10-07948-40-51.xml.hg,6,8.0,-1,6,6,6
Pi-40-10-07948-40-52.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-53.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-54.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-55.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-56.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-57.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-58.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-59.xml.hg,5,6.0,-1,5,5,5
Pi-40-10-07948-40-60.xml.hg,7,8.0,-1,7,6,7
Pi-40-10-07948-40-61.xml.hg,6,7.0,-1,7,6,7
Pi-40-10-07948-40-62.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-63.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-64.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-65.xml.hg,7,8.0,-1,7,7,7
Pi-40-10-07948-40-66.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-67.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-68.xml.hg,6,7.0,-1,7,6,7
Pi-40-10-07948-40-69.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-70.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-71.xml.hg,7,8.0,-1,7,6,7
Pi-40-10-07948-40-72.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-73.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-74.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-75.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-76.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-77.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-78.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-79.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-80.xml.hg,5,6.0,-1,6,6,6
Pi-40-10-07948-40-81.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-82.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-83.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-84.xml.hg,5,8.0,-1,7,7,7
Pi-40-10-07948-40-85.xml.hg,6,7.0,-1,7,7,7
Pi-40-10-07948-40-86.xml.hg,5,7.0,-1,6,6,6
Pi-40-10-07948-40-87.xml.hg,6,8.0,-1,7,6,7
Pi-40-10-07948-40-88.xml.hg,6,8.0,-1,6,6,6
Pi-40-10-07948-40-89.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-90.xml.hg,6,7.0,-1,7,6,7
Pi-40-10-07948-40-91.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-92.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-93.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-94.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-95.xml.hg,6,8.0,-1,7,7,7
Pi-40-10-07948-40-96.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-97.xml.hg,6,7.0,-1,7,6,7
Pi-40-10-07948-40-98.xml.hg,6,7.0,-1,6,6,6
Pi-40-10-07948-40-99.xml.hg,6,7.0,-1,7,7,7
Renault-souffleuse-pos.xml.hg,2,2.0,2,2,2,2
Renault-souffleuse.xml.hg,2,2.0,2,2,2,2
STB-128-q1.hg,1,1.0,1,1,1,1
STB-128-q10.hg,1,1.0,1,1,1,1
STB-128-q11.hg,1,1.0,1,1,1,1
STB-128-q12.hg,1,1.0,1,1,1,1
STB-128-q13.hg,1,1.0,1,1,1,1
STB-128-q14.hg,1,1.0,1,1,1,1
STB-128-q15.hg,1,1.0,1,1,1,1
STB-128-q16.hg,1,1.0,1,1,1,1
STB-128-q17.hg,1,1.0,1,1,1,1
STB-128-q18.hg,1,1.0,1,1,1,1
STB-128-q19.hg,1,1.0,1,1,1,1
STB-128-q2.hg,1,1.0,1,1,1,1
STB-128-q20.hg,1,1.0,1,1,1,1
STB-128-q3.hg,1,1.0,1,1,1,1
STB-128-q4.hg,1,1.0,1,1,1,1
STB-128-q5.hg,1,1.0,1,1,1,1
STB-128-q6.hg,1,1.0,1,1,1,1
STB-128-q7.hg,1,1.0,1,1,1,1
STB-128-q8.hg,1,1.0,1,1,1,1
STB-128-q9.hg,1,1.0,1,1,1,1
adder_15.hg,2,2.0,2,2,2,2
adder_25.hg,2,2.0,2,2,2,2
adder_50.hg,2,2.0,2,2,2,2
adder_75.hg,1,2.0,2,2,2,2
adder_99.hg,1,2.0,2,2,2,2
aim-50-1-6-sat-1.xml.hg,6,9.0,-1,-1,7,8
aim-50-1-6-sat-2.xml.hg,7,9.0,-1,8,7,8
aim-50-1-6-sat-3.xml.hg,6,9.0,-1,-1,7,8
aim-50-1-6-sat-4.xml.hg,6,9.0,-1,-1,7,8
aim-50-1-6-unsat-1.xml.hg,7,8.0,-1,7,7,7
aim-50-1-6-unsat-2.xml.hg,4,10.0,-1,-1,7,8
aim-50-1-6-unsat-3.xml.hg,6,8.0,-1,-1,7,8
aim-50-1-6-unsat-4.xml.hg,4,11.0,-1,-1,7,9
aim-50-1_6-no-3.hg,6,8.0,-1,-1,7,8
aim-50-2-0-sat-1.xml.hg,4,11.0,-1,-1,7,10
aim-50-2-0-sat-2.xml.hg,4,11.0,-1,-1,6,10
aim-50-2-0-sat-3.xml.hg,4,11.0,-1,-1,6,9
aim-50-2-0-sat-4.xml.hg,4,10.0,-1,-1,6,9
aim-50-2-0-unsat-1.xml.hg,4,13.0,-1,-1,6,inf
aim-50-2-0-unsat-2.xml.hg,4,13.0,-1,-1,7,inf
aim-50-2-0-unsat-3.xml.hg,4,13.0,-1,-1,7,inf
aim-50-2-0-unsat-4.xml.hg,4,11.0,-1,-1,6,10
aim-50-2_0-no-3.hg,4,12.0,-1,-1,7,10
aim-50-2_0-yes1-3.hg,4,11.0,-1,-1,6,9
aim-50-3_4-yes1-3.hg,5,16.0,-1,-1,5,inf
atv_partial_system.hg,2,3.0,3,3,3,3
b02.hg,3,3.0,3,3,3,3
b06.hg,4,4.0,4,4,4,4
bridge_15.hg,2,2.0,-1,2,2,2
bridge_25.hg,2,2.0,-1,2,2,2
bridge_50.hg,2,2.0,-1,2,2,2
bridge_75.hg,2,2.0,-1,2,2,2
bridge_99.hg,2,2.0,-1,2,2,2
clique_15.hg,6,8.0,-1,8,8,8
cnf-2-40-0100-730621.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730622.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730623.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730624.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730625.xml.hg,6,7.0,-1,7,7,7
cnf-2-40-0100-730626.xml.hg,5,6.0,-1,6,6,6
cnf-2-40-0100-730627.xml.hg,6,7.0,-1,7,7,7
cnf-2-40-0100-730628.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730629.xml.hg,6,7.0,-1,6,6,6
cnf-2-40-0100-730630.xml.hg,6,8.0,-1,7,7,7
cnf-2-80-0100-735541.xml.hg,5,5.0,-1,5,5,5
cnf-2-80-0100-735542.xml.hg,5,5.0,-1,5,5,5
cnf-2-80-0100-735543.xml.hg,5,6.0,-1,6,6,6
cnf-2-80-0100-735544.xml.hg,4,5.0,-1,5,5,5
cnf-2-80-0100-735545.xml.hg,4,5.0,-1,5,5,5
cnf-2-80-0100-735546.xml.hg,5,6.0,-1,5,5,5
cnf-2-80-0100-735547.xml.hg,5,6.0,-1,6,6,6
cnf-2-80-0100-735548.xml.hg,4,5.0,-1,5,5,5
cnf-2-80-0100-735549.xml.hg,4,4.0,-1,4,4,4
cnf-2-80-0100-735550.xml.hg,4,5.0,-1,5,5,5
cnf-3-40-0100-730621.xml.hg,4,11.0,-1,9,6,9
cnf-3-40-0100-730622.xml.hg,4,10.0,-1,8,6,8
cnf-3-40-0100-730623.xml.hg,4,12.0,-1,9,6,10
cnf-3-40-0100-730624.xml.hg,3,10.0,-1,8,6,8
cnf-3-40-0100-730625.xml.hg,4,11.0,-1,9,6,9
cnf-3-40-0100-730626.xml.hg,4,11.0,-1,8,6,8
cnf-3-40-0100-730627.xml.hg,4,11.0,-1,9,6,9
cnf-3-40-0100-730628.xml.hg,4,11.0,-1,8,6,8
cnf-3-40-0100-730629.xml.hg,4,12.0,-1,9,6,9
cnf-3-40-0100-730630.xml.hg,4,11.0,-1,9,6,9
cnf-3-80-0100-735541.xml.hg,5,13.0,-1,-1,6,inf
cnf-3-80-0100-735542.xml.hg,4,13.0,-1,-1,6,inf
cnf-3-80-0100-735543.xml.hg,5,14.0,-1,-1,6,inf
cnf-3-80-0100-735544.xml.hg,4,13.0,-1,-1,6,inf
cnf-3-80-0100-735545.xml.hg,5,14.0,-1,-1,6,inf
cnf-3-80-0100-735546.xml.hg,4,13.0,-1,-1,6,inf
cnf-3-80-0100-735547.xml.hg,5,12.0,-1,-1,6,inf
cnf-3-80-0100-735548.xml.hg,4,14.0,-1,-1,6,inf
cnf-3-80-0100-735549.xml.hg,5,13.0,-1,-1,6,inf
cnf-3-80-0100-735550.xml.hg,5,12.0,-1,-1,6,inf
cril-0_X2.xml.hg,3,4.0,4,4,4,4
deep100-q01.hg,1,1.0,1,1,1,1
deep100-q02.hg,1,1.0,1,1,1,1
deep100-q03.hg,1,1.0,1,1,1,1
deep100-q04.hg,1,1.0,1,1,1,1
deep100-q05.hg,1,1.0,1,1,1,1
deep100-q06.hg,1,1.0,1,1,1,1
deep100-q07.hg,1,1.0,1,1,1,1
deep100-q08.hg,1,1.0,1,1,1,1
deep100-q09.hg,1,1.0,1,1,1,1
deep100-q10.hg,1,1.0,1,1,1,1
deep100-q11.hg,1,1.0,1,1,1,1
deep100-q12.hg,1,1.0,1,1,1,1
deep100-q13.hg,1,1.0,1,1,1,1
deep100-q14.hg,1,1.0,1,1,1,1
deep100-q15.hg,1,1.0,1,1,1,1
deep100-q16.hg,1,1.0,1,1,1,1
deep100-q17.hg,1,1.0,1,1,1,1
deep100-q18.hg,1,1.0,1,1,1,1
deep100-q19.hg,1,1.0,1,1,1,1
deep100-q20.hg,1,1.0,1,1,1,1
deep200-q01.hg,1,1.0,1,1,1,1
deep200-q02.hg,1,1.0,1,1,1,1
deep200-q03.hg,1,1.0,1,1,1,1
deep200-q04.hg,1,1.0,1,1,1,1
deep200-q05.hg,1,1.0,1,1,1,1
deep200-q06.hg,1,1.0,1,1,1,1
deep200-q07.hg,1,1.0,1,1,1,1
deep200-q08.hg,1,1.0,1,1,1,1
deep200-q09.hg,1,1.0,1,1,1,1
deep200-q10.hg,1,1.0,1,1,1,1
deep200-q11.hg,1,1.0,1,1,1,1
deep200-q12.hg,1,1.0,1,1,1,1
deep200-q13.hg,1,1.0,1,1,1,1
deep200-q14.hg,1,1.0,1,1,1,1
deep200-q15.hg,1,1.0,1,1,1,1
deep200-q16.hg,1,1.0,1,1,1,1
deep200-q17.hg,1,1.0,1,1,1,1
deep200-q18.hg,1,1.0,1,1,1,1
deep200-q19.hg,1,1.0,1,1,1,1
deep200-q20.hg,1,1.0,1,1,1,1
deep300-queries.hg,1,1.0,1,1,1,1
doctors100k-q08.hg,1,1.0,1,1,1,1
doctors100k-q09.hg,1,1.0,1,1,1,1
doctors10k-q08.hg,1,1.0,1,1,1,1
doctors10k-q09.hg,1,1.0,1,1,1,1
doctors1m-q08.hg,1,1.0,1,1,1,1
doctors1m-q09.hg,1,1.0,1,1,1,1
doctors500k-q01.hg,1,1.0,1,1,1,1
doctors500k-q02.hg,1,1.0,1,1,1,1
doctors500k-q03.hg,1,1.0,1,1,1,1
doctors500k-q04.hg,1,1.0,1,1,1,1
doctors500k-q05.hg,1,1.0,1,1,1,1
doctors500k-q07.hg,1,1.0,1,1,1,1
doctors500k-q08.hg,1,1.0,1,1,1,1
doctors500k-q09.hg,1,1.0,1,1,1,1
dubois20.hg,2,2.0,2,2,2,2
dubois21.hg,2,2.0,2,2,2,2
dubois23.hg,2,2.0,2,2,2,2
dubois25.hg,2,2.0,2,2,2,2
dubois27.hg,2,2.0,2,2,2,2
dubois28.hg,2,2.0,2,2,2,2
dubois29.hg,2,2.0,2,2,2,2
dubois30.hg,2,2.0,2,2,2,2
flat30-1.hg,5,10.0,-1,-1,5,9
flat30-99.hg,5,12.0,-1,-1,5,10
grid2d_10.hg,4,4.0,4,4,4,4
grid2d_15.hg,5,6.0,-1,-1,6,6
grid2d_20.hg,6,7.0,-1,-1,5,8
grid2d_25.hg,7,9.0,-1,-1,4,inf
grid2d_30.hg,8,11.0,-1,-1,4,inf
grid2d_35.hg,1,18.0,-1,-1,4,inf
grid2d_40.hg,8,15.0,-1,-1,3,inf
grid2d_45.hg,1,22.0,-1,-1,3,inf
grid2d_50.hg,1,24.0,-1,-1,3,inf
grid2d_60.hg,1,34.0,-1,-1,3,inf
grid2d_70.hg,1,44.0,-1,-1,3,inf
grid2d_75.hg,1,38.0,-1,-1,3,inf
grid3d_5.hg,6,8.0,-1,-1,7,7
grid4d_3.hg,5,7.0,-1,6,6,6
grid5.hg,3,3.0,3,3,3,3
hg_adlerexample.txt,2,2.0,,,3,3
hole9.hg,6,10.0,-1,-1,4,10
job-10a.hg,1,1.0,1,1,1,1
job-11a.hg,1,1.0,1,1,1,1
job-12a.hg,1,1.0,1,1,1,1
job-13a.hg,1,1.0,1,1,1,1
job-14a.hg,2,2.0,2,2,2,2
job-15a.hg,1,1.0,1,1,1,1
job-16a.hg,1,1.0,1,1,1,1
job-17a.hg,1,1.0,1,1,1,1
job-18a.hg,1,1.0,1,1,1,1
job-19a.hg,1,1.0,1,1,1,1
job-1a.hg,1,1.0,1,1,1,1
job-20a.hg,2,2.0,2,2,2,2
job-21a.hg,1,1.0,1,1,1,1
job-22a.hg,2,2.0,2,2,2,2
job-23a.hg,2,2.0,2,2,2,2
job-24a.hg,1,1.0,1,1,1,1
job-25a.hg,1,1.0,1,1,1,1
job-26a.hg,2,2.0,2,2,2,2
job-27a.hg,1,1.0,1,1,1,1
job-28a.hg,2,2.0,2,2,2,2
job-29a.hg,2,2.0,2,2,2,2
job-2a.hg,1,1.0,1,1,1,1
job-30a.hg,1,1.0,1,1,1,1
job-31a.hg,1,1.0,1,1,1,1
job-32a.hg,1,1.0,1,1,1,1
job-33a.hg,1,1.0,1,1,1,1
job-3a.hg,1,1.0,1,1,1,1
job-4a.hg,1,1.0,1,1,1,1
job-5a.hg,1,1.0,1,1,1,1
job-6a.hg,1,1.0,1,1,1,1
job-7a.hg,1,1.0,1,1,1,1
job-8a.hg,1,1.0,1,1,1,1
job-9a.hg,1,1.0,1,1,1,1
lubm-q1.hg,1,1.0,1,1,1,1
lubm-q10.hg,1,1.0,1,1,1,1
lubm-q11.hg,1,1.0,1,1,1,1
lubm-q12.hg,1,1.0,1,1,1,1
lubm-q13.hg,1,1.0,1,1,1,1
lubm-q14.hg,1,1.0,1,1,1,1
lubm-q2.hg,2,2.0,2,2,2,2
lubm-q3.hg,1,1.0,1,1,1,1
lubm-q4.hg,1,1.0,1,1,1,1
lubm-q5.hg,1,1.0,1,1,1,1
lubm-q6.hg,1,1.0,1,1,1,1
lubm-q7.hg,1,1.0,1,1,1,1
lubm-q8.hg,1,1.0,1,1,1,1
lubm-q9.hg,2,2.0,2,2,2,2
mdd-7-25-5-56-01.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-02.xml.hg,4,5.0,-1,5,5,5
mdd-7-25-5-56-03.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-04.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-05.xml.hg,4,5.0,-1,5,5,5
mdd-7-25-5-56-06.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-07.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-08.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-09.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-10.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-11.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-12.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-13.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-14.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-15.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-16.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-17.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-18.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-19.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-20.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-21.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-22.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-23.xml.hg,4,5.0,-1,5,5,5
mdd-7-25-5-56-24.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-56-25.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-1.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-2.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-3.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-4.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-5.xml.hg,4,4.0,4,4,4,4
mdd-7-25-5-ps05-psh07-6.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-7.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-8.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh07-9.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-0.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-1.xml.hg,4,5.0,-1,5,5,5
mdd-7-25-5-ps05-psh09-2.xml.hg,2,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-3.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-4.xml.hg,2,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-5.xml.hg,2,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-6.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-7.xml.hg,4,5.0,4,4,4,4
mdd-7-25-5-ps05-psh09-8.xml.hg,4,5.0,-1,5,5,5
mdd-7-25-5-ps05-psh09-9.xml.hg,4,5.0,-1,5,5,5
par8-1-c.hg,5,6.0,-1,-1,6,6
par8-2-c.hg,5,5.0,-1,-1,5,5
par8-3-c.hg,6,6.0,-1,-1,6,6
par8-4-c.hg,6,6.0,-1,-1,6,6
par8-5-c.hg,6,6.0,-1,-1,6,6
pigeonsPlus-06-03.xml.hg,3,3.0,3,3,3,3
pigeonsPlus-06-04.xml.hg,2,3.0,3,3,3,3
pigeonsPlus-06-05.xml.hg,2,3.0,3,3,3,3
pigeonsPlus-06-06.xml.hg,2,3.0,3,3,3,3
pigeonsPlus-06-07.xml.hg,2,3.0,3,3,3,3
pigeonsPlus-06-08.xml.hg,3,3.0,3,3,3,3
pigeonsPlus-06-09.xml.hg,2,3.0,3,3,3,3
pigeonsPlus-06-10.xml.hg,3,3.0,3,3,3,3
pigeonsPlus-07-03.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-04.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-05.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-06.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-07.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-08.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-07-09.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-03.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-04.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-05.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-06.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-07.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-08-08.xml.hg,3,4.0,4,4,4,4
pigeonsPlus-09-03.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-09-04.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-09-05.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-09-06.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-09-07.xml.hg,3,5.0,5,5,5,5
pigeonsPlus-10-03.xml.hg,3,5.0,5,5,5,5
