name,our_ghtw_lb,our_ghtw_ub,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub
Kakuro-medium-067-ext.xml.hg,3,4.0,-1,4,4,4
Kakuro-medium-068-ext.xml.hg,3,4.0,-1,-1,3,3
Kakuro-medium-069-ext.xml.hg,3,4.0,-1,3,3,3
Kakuro-medium-070-ext.xml.hg,3,5.0,-1,4,4,4
Kakuro-medium-071-ext.xml.hg,3,4.0,-1,3,3,3
Kakuro-medium-072-ext.xml.hg,3,4.0,-1,4,4,4
Kakuro-medium-073-ext.xml.hg,3,3.0,-1,3,3,3
Kakuro-medium-074-ext.xml.hg,3,3.0,-1,3,3,3
Kakuro-medium-081-ext.xml.hg,4,4.0,-1,-1,4,4
Kakuro-medium-082-ext.xml.hg,4,5.0,-1,5,5,5
Kakuro-medium-084-ext.xml.hg,3,4.0,-1,4,4,4
Kakuro-medium-085-ext.xml.hg,4,5.0,-1,4,4,4
Kakuro-medium-086-ext.xml.hg,3,4.0,3,3,3,3
Kakuro-medium-089-ext.xml.hg,3,3.0,-1,3,3,3
Kakuro-medium-090-ext.xml.hg,3,4.0,-1,3,3,3
Kakuro-medium-091-ext.xml.hg,4,4.0,-1,-1,4,4
Kakuro-medium-093-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-094-ext.xml.hg,3,3.0,-1,3,3,3
Kakuro-medium-098-ext.xml.hg,5,7.0,-1,-1,6,7
Kakuro-medium-099-ext.xml.hg,4,6.0,-1,-1,5,5
Kakuro-medium-101-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-104-ext.xml.hg,4,6.0,-1,-1,6,6
Kakuro-medium-108-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-109-ext.xml.hg,5,7.0,-1,-1,7,7
Kakuro-medium-110-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-111-ext.xml.hg,4,6.0,-1,-1,5,5
Kakuro-medium-112-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-114-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-115-ext.xml.hg,3,5.0,-1,-1,4,4
Kakuro-medium-117-ext.xml.hg,5,6.0,-1,-1,5,5
Kakuro-medium-118-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-119-ext.xml.hg,4,6.0,-1,-1,6,6
Kakuro-medium-120-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-121-ext.xml.hg,5,5.0,-1,-1,5,5
Kakuro-medium-122-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-123-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-124-ext.xml.hg,4,6.0,-1,-1,6,6
Kakuro-medium-125-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-126-ext.xml.hg,4,5.0,-1,-1,4,4
Kakuro-medium-127-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-128-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-129-ext.xml.hg,5,7.0,-1,-1,6,7
Kakuro-medium-130-ext.xml.hg,4,6.0,-1,-1,5,5
Kakuro-medium-131-ext.xml.hg,3,4.0,-1,-1,4,4
Kakuro-medium-132-ext.xml.hg,4,4.0,-1,-1,4,4
Kakuro-medium-133-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-134-ext.xml.hg,4,6.0,-1,-1,6,6
Kakuro-medium-136-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-137-ext.xml.hg,6,6.0,-1,-1,6,6
Kakuro-medium-140-ext.xml.hg,5,8.0,-1,-1,6,8
Kakuro-medium-141-ext.xml.hg,5,5.0,-1,-1,5,5
Kakuro-medium-145-ext.xml.hg,3,5.0,-1,-1,4,4
Kakuro-medium-146-ext.xml.hg,5,7.0,-1,-1,6,7
Kakuro-medium-147-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-149-ext.xml.hg,5,7.0,-1,-1,6,7
Kakuro-medium-150-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-151-ext.xml.hg,6,7.0,-1,-1,7,7
Kakuro-medium-152-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-153-ext.xml.hg,5,8.0,-1,-1,6,8
Kakuro-medium-154-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-155-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-156-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-158-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-159-ext.xml.hg,5,8.0,-1,-1,6,8
Kakuro-medium-160-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-162-ext.xml.hg,5,6.0,-1,-1,6,6
Kakuro-medium-165-ext.xml.hg,5,7.0,-1,-1,7,7
Kakuro-medium-166-ext.xml.hg,4,4.0,-1,-1,4,4
Kakuro-medium-167-ext.xml.hg,4,5.0,-1,-1,5,5
Kakuro-medium-168-ext.xml.hg,5,8.0,-1,-1,6,8
Kakuro-medium-169-ext.xml.hg,5,7.0,-1,-1,6,7
MaxCSP-connell.xml.hg,2,3.0,3,3,3,3
MaxCSP-eye.xml.hg,2,2.0,2,2,2,2
MaxCSP-simple.xml.hg,2,2.0,2,2,2,2
MaxCSP-spot5-0008.xml.hg,2,2.0,2,2,2,2
MaxCSP-wijsmanguo.xml.hg,2,2.0,2,2,2,2
NewSystem1.hg,2,3.0,3,3,3,3
NewSystem2.hg,3,4.0,-1,3,3,3
NewSystem3.hg,3,5.0,-1,-1,4,4
NewSystem4.hg,3,4.0,-1,4,4,4
Nonogram-001-table.xml.hg,1,24.0,-1,-1,8,inf
Nonogram-002-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-003-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-004-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-005-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-006-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-007-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-008-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-009-table.xml.hg,1,29.0,-1,-1,7,inf
Nonogram-010-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-011-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-012-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-013-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-014-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-015-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-016-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-017-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-018-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-020-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-021-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-022-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-023-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-024-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-025-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-027-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-028-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-029-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-030-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-031-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-032-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-033-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-034-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-035-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-036-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-037-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-038-table.xml.hg,1,28.0,-1,-1,7,inf
Nonogram-039-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-040-table.xml.hg,5,20.0,-1,-1,8,inf
Nonogram-041-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-042-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-043-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-044-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-045-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-047-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-048-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-049-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-050-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-051-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-053-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-054-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-055-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-056-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-057-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-058-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-059-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-060-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-062-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-063-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-064-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-066-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-067-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-068-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-070-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-072-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-073-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-074-table.xml.hg,4,16.0,-1,-1,9,inf
Nonogram-075-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-076-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-077-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-078-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-080-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-081-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-082-table.xml.hg,1,28.0,-1,-1,7,inf
Nonogram-083-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-084-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-085-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-087-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-089-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-091-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-092-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-093-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-094-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-096-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-097-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-098-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-099-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-100-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-101-table.xml.hg,4,15.0,-1,-1,9,inf
Nonogram-102-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-104-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-105-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-106-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-107-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-108-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-109-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-110-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-111-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-113-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-114-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-115-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-116-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-117-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-118-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-119-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-120-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-121-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-123-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-124-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-125-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-126-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-127-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-128-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-129-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-131-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-132-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-133-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-134-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-135-table.xml.hg,1,24.0,-1,-1,8,inf
Nonogram-136-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-137-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-138-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-140-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-141-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-142-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-144-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-145-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-146-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-147-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-148-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-149-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-150-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-151-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-152-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-153-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-155-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-156-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-157-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-158-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-159-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-160-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-161-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-162-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-163-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-164-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-165-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-166-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-167-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-168-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-169-table.xml.hg,5,24.0,-1,-1,8,inf
Nonogram-170-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-171-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-172-table.xml.hg,5,20.0,-1,-1,9,inf
Nonogram-173-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-175-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-176-table.xml.hg,4,16.0,-1,-1,11,inf
Nonogram-177-table.xml.hg,1,32.0,-1,-1,7,inf
Nonogram-178-table.xml.hg,6,24.0,-1,-1,7,inf
Nonogram-179-table.xml.hg,6,24.0,-1,-1,8,inf
Nonogram-180-table.xml.hg,1,32.0,-1,-1,7,inf
Ontology-256-q1.hg,1,1.0,1,1,1,1
Ontology-256-q10.hg,1,1.0,1,1,1,1
Ontology-256-q11.hg,1,1.0,1,1,1,1
Ontology-256-q12.hg,1,1.0,1,1,1,1
Ontology-256-q13.hg,1,1.0,1,1,1,1
Ontology-256-q14.hg,1,1.0,1,1,1,1
Ontology-256-q15.hg,1,1.0,1,1,1,1
Ontology-256-q16.hg,1,1.0,1,1,1,1
Ontology-256-q17.hg,1,1.0,1,1,1,1
Ontology-256-q18.hg,1,1.0,1,1,1,1
Ontology-256-q19.hg,1,1.0,1,1,1,1
Ontology-256-q2.hg,1,1.0,1,1,1,1
Ontology-256-q20.hg,1,1.0,1,1,1,1
Ontology-256-q3.hg,1,1.0,1,1,1,1
Ontology-256-q4.hg,1,1.0,1,1,1,1
Ontology-256-q5.hg,1,1.0,1,1,1,1
Ontology-256-q6.hg,1,1.0,1,1,1,1
Ontology-256-q7.hg,1,1.0,1,1,1,1
Ontology-256-q8.hg,1,1.0,1,1,1,1
Ontology-256-q9.hg,1,1.0,1,1,1,1
Pi-20-10-20-30-00.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-01.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-02.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-03.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-04.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-05.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-06.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-07.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-08.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-09.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-10.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-11.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-12.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-13.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-14.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-15.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-16.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-17.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-18.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-19.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-20.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-21.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-22.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-23.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-24.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-25.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-26.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-27.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-28.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-29.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-30.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-31.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-32.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-33.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-34.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-35.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-36.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-37.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-38.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-39.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-40.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-41.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-42.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-43.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-44.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-45.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-46.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-47.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-48.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-49.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-50.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-51.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-52.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-53.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-54.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-55.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-56.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-57.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-58.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-59.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-60.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-61.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-62.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-63.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-64.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-65.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-66.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-67.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-68.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-69.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-70.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-71.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-72.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-73.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-74.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-75.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-76.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-77.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-78.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-79.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-80.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-81.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-82.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-30-83.xml.hg,4,6.0,-1,5,5,5
Pi-20-10-20-30-84.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-85.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-86.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-87.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-30-88.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-89.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-90.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-91.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-30-92.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-93.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-94.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-30-95.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-96.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-30-97.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-98.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-30-99.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-00.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-01.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-02.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-03.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-04.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-05.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-06.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-07.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-08.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-09.xml.hg,4,6.0,5,5,5,5
Pi-20-10-20-40-10.xml.hg,3,5.0,4,4,4,4
Pi-20-10-20-40-11.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-12.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-13.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-14.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-15.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-16.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-17.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-18.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-19.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-20.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-21.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-22.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-23.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-24.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-25.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-26.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-27.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-28.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-29.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-30.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-31.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-32.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-33.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-34.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-35.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-36.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-37.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-38.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-39.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-40.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-41.xml.hg,4,4.0,4,4,4,4
Pi-20-10-20-40-42.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-43.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-44.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-45.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-46.xml.hg,4,5.0,4,4,4,4
Pi-20-10-20-40-47.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-48.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-49.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-50.xml.hg,3,4.0,4,4,4,4
Pi-20-10-20-40-51.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-52.xml.hg,4,5.0,5,5,5,5
Pi-20-10-20-40-53.xml.hg,4,5.0,-1,5,5,5
Pi-20-10-20-40-54.xml.hg,4,5.0,5,5,5,5
