name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub,htdLeo_htw
Kakuro-hard-000-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-001-ext.xml.hg,2.0,3.0,2,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-002-ext.xml.hg,2.0,2.0,2,2.0,2.0,2.0,2,2,2,2,2
Kakuro-hard-003-ext.xml.hg,2.0,3.0,2,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-004-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-005-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-006-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-007-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-hard-008-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,inf
Kakuro-hard-009-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-010-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-011-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-012-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-013-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-hard-014-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-015-ext.xml.hg,3.9999989966666667,4.0,4,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-016-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-017-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-018-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-019-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-020-ext.xml.hg,1.1428565714285714,4.0,2,4.0,-1,4.0,4,4,4,4,4
Kakuro-hard-021-ext.xml.hg,3.0,3.0,3,3.0,3.0,-1,3,3,3,3,3
Kakuro-hard-022-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-023-ext.xml.hg,1,4.0,1,4.0,4.0,4.0,4,4,4,4,inf
Kakuro-hard-024-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-025-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-hard-026-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-027-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-028-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-hard-029-ext.xml.hg,2.0,3.0,2,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-030-ext.xml.hg,1.286842605051912,4.0,2,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-031-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-032-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-hard-033-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-034-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-035-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-hard-036-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-037-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,5,5,5,5,5
Kakuro-hard-038-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-039-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-040-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-041-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-hard-042-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-043-ext.xml.hg,4.0,4.0,4,4.0,4.0,-1,4,4,4,4,4
Kakuro-hard-044-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-045-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-hard-046-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-hard-047-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-hard-048-ext.xml.hg,4.0,4.0,4,4.0,-1,4.0,4,4,4,4,inf
Kakuro-hard-049-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,3,3,3,3,3
Kakuro-hard-050-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-051-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-052-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,4,4,4,4
Kakuro-hard-053-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-hard-054-ext.xml.hg,4.0,4.0,4,4.0,-1,4.0,4,4,4,4,4
Kakuro-hard-055-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-056-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-hard-057-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-058-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-hard-059-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,3
Kakuro-hard-060-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-hard-061-ext.xml.hg,3.0,3.0,3,3.0,-1,-1,-1,3,3,3,inf
Kakuro-hard-062-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-064-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,inf
Kakuro-hard-065-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-068-ext.xml.hg,3.0,5.0,3,5.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-069-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,-1,3,3,inf
Kakuro-hard-070-ext.xml.hg,3.0,4.0,3,4.0,-1,3.0,-1,3,3,3,inf
Kakuro-hard-071-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,inf
Kakuro-hard-072-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-073-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,3,3,3,inf
Kakuro-hard-074-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-075-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-hard-078-ext.xml.hg,3.0,5.0,3,5.0,-1,4.0,-1,4,4,4,inf
Kakuro-hard-083-ext.xml.hg,3.999999333516666,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-084-ext.xml.hg,2.5445694504543486,5.0,3,5.0,-1,-1,-1,5,5,5,inf
Kakuro-hard-086-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-087-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,4,4,4,inf
Kakuro-hard-088-ext.xml.hg,3.0,4.0,3,4.0,3.0,-1,3,3,3,3,inf
Kakuro-hard-090-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,inf
Kakuro-hard-092-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-hard-093-ext.xml.hg,3.0,3.0,3,3.0,-1,-1,-1,3,3,3,inf
Kakuro-hard-094-ext.xml.hg,2.3367601246105916,5.0,3,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-096-ext.xml.hg,3.0,4.0,3,4.0,3.0,3.0,3,3,3,3,inf
Kakuro-hard-097-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-098-ext.xml.hg,3.0,4.0,3,4.0,-1,3.0,-1,3,3,3,inf
Kakuro-hard-099-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-103-ext.xml.hg,6.0,7.0,6,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-hard-104-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-106-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-109-ext.xml.hg,4.002445480879446,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-112-ext.xml.hg,4.999998749999987,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-113-ext.xml.hg,4.296981528530553,7.0,5,7.0,-1,-1,-1,-1,7,7,inf
Kakuro-hard-114-ext.xml.hg,3.40000594675959,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-115-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-116-ext.xml.hg,3.380211063978521,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-118-ext.xml.hg,4.999999,6.0,5,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-119-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-121-ext.xml.hg,4.999998223277948,6.0,5,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-122-ext.xml.hg,3.0,5.0,3,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-123-ext.xml.hg,3.7022074504187024,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-124-ext.xml.hg,3.9999991250760227,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-125-ext.xml.hg,3.1255917484402915,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-126-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-127-ext.xml.hg,4.9999994545454545,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-128-ext.xml.hg,3.9999993333394683,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-129-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-130-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-131-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-132-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-133-ext.xml.hg,4.801929367450484,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-hard-134-ext.xml.hg,3.9999987646629527,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-135-ext.xml.hg,2.2543859649122804,5.0,3,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-136-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-137-ext.xml.hg,6.0,6.0,6,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-138-ext.xml.hg,3.923396080200837,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-140-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-141-ext.xml.hg,6.0,6.0,6,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-144-ext.xml.hg,4.634537004326496,8.0,5,8.0,-1,-1,-1,-1,6,8,inf
Kakuro-hard-145-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-149-ext.xml.hg,2.6762555143893243,5.0,3,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-150-ext.xml.hg,4.6758242081618056,8.0,5,8.0,-1,-1,-1,-1,6,7,inf
Kakuro-hard-151-ext.xml.hg,3.9999997142857144,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-153-ext.xml.hg,4.578132702813907,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-hard-154-ext.xml.hg,3.9999989266156155,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-155-ext.xml.hg,5.9999986253399795,7.0,6,7.0,-1,-1,-1,-1,7,7,inf
Kakuro-hard-156-ext.xml.hg,3.911743831670355,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-157-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-158-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-159-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-161-ext.xml.hg,4.035792811951695,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-162-ext.xml.hg,5.012723262588395,8.0,6,8.0,-1,-1,-1,-1,6,8,inf
Kakuro-hard-163-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-165-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-168-ext.xml.hg,4.999999976766552,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-hard-169-ext.xml.hg,4.457215083505871,7.0,5,7.0,-1,-1,-1,-1,7,7,inf
Kakuro-hard-170-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-hard-171-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-172-ext.xml.hg,4.503795633672453,8.0,5,8.0,-1,-1,-1,-1,6,8,inf
Kakuro-hard-173-ext.xml.hg,3.9999989669946783,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-hard-174-ext.xml.hg,4.567986237361791,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-medium-000-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-001-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-002-ext.xml.hg,2.0,2.0,2,2.0,2.0,2.0,2,2,2,2,2
Kakuro-medium-003-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-004-ext.xml.hg,3.0,4.0,3,4.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-005-ext.xml.hg,2.9999995002610222,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-006-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-007-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-008-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-009-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-010-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-011-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-012-ext.xml.hg,1,5.0,1,5.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-013-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-medium-014-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-015-ext.xml.hg,4.0,4.0,4,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-016-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-medium-017-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-medium-018-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-019-ext.xml.hg,3.0,4.0,3,4.0,-1,4.0,4,4,4,4,4
Kakuro-medium-020-ext.xml.hg,3.0,4.0,3,4.0,-1,4.0,4,4,4,4,4
Kakuro-medium-021-ext.xml.hg,3.0,3.0,3,3.0,3.0,-1,3,3,3,3,3
Kakuro-medium-022-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-023-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,inf
Kakuro-medium-024-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-025-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-medium-026-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-medium-027-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-028-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-029-ext.xml.hg,2.0,3.0,2,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-030-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-031-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-032-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-033-ext.xml.hg,3.0,4.0,3,4.0,-1,4.0,4,4,4,4,4
Kakuro-medium-034-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-035-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-medium-036-ext.xml.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-037-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,5
Kakuro-medium-038-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-medium-039-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-040-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-041-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-medium-042-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-043-ext.xml.hg,3.0,4.0,3,4.0,4.0,-1,4,4,4,4,4
Kakuro-medium-044-ext.xml.hg,3.0,4.0,3,4.0,4.0,4.0,4,4,4,4,4
Kakuro-medium-045-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-medium-046-ext.xml.hg,3.0,4.0,3,4.0,-1,4.0,4,4,4,4,4
Kakuro-medium-047-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-medium-048-ext.xml.hg,4.0,4.0,4,4.0,-1,4.0,4,4,4,4,inf
Kakuro-medium-049-ext.xml.hg,3.0,3.0,3,3.0,-1,-1,3,3,3,3,3
Kakuro-medium-050-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-051-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-052-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,4,4,4,4
Kakuro-medium-053-ext.xml.hg,3.0,4.0,3,4.0,-1,4.0,4,4,4,4,4
Kakuro-medium-054-ext.xml.hg,3.999999,4.0,4,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-055-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,3,3,3,3,3
Kakuro-medium-056-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-057-ext.xml.hg,3.0,4.0,3,4.0,3.0,3.0,3,3,3,3,3
Kakuro-medium-058-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,3
Kakuro-medium-059-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,4
Kakuro-medium-060-ext.xml.hg,3.0,3.0,3,3.0,-1,-1,-1,3,3,3,inf
Kakuro-medium-061-ext.xml.hg,3.0,5.0,3,5.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-063-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,4,4,4,4,inf
Kakuro-medium-064-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-067-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-068-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,-1,3,3,inf
Kakuro-medium-069-ext.xml.hg,3.0,4.0,3,4.0,-1,3.0,-1,3,3,3,inf
Kakuro-medium-070-ext.xml.hg,3.0,5.0,3,5.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-071-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,3,3,3,inf
Kakuro-medium-072-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-073-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-medium-074-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-medium-081-ext.xml.hg,4.0,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-082-ext.xml.hg,3.9999999004999562,5.0,4,5.0,-1,-1,-1,5,5,5,inf
Kakuro-medium-084-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-085-ext.xml.hg,3.9999980000370368,5.0,4,5.0,-1,-1,-1,4,4,4,inf
Kakuro-medium-086-ext.xml.hg,3.0,4.0,3,4.0,3.0,-1,3,3,3,3,inf
Kakuro-medium-089-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-medium-090-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,3,3,3,inf
Kakuro-medium-091-ext.xml.hg,3.9999997857523844,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-093-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-094-ext.xml.hg,3.0,3.0,3,3.0,-1,3.0,-1,3,3,3,inf
Kakuro-medium-098-ext.xml.hg,4.472483195983201,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-medium-099-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-101-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-104-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-108-ext.xml.hg,4.014792899408284,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-109-ext.xml.hg,5.0,7.0,5,7.0,-1,-1,-1,-1,7,7,inf
Kakuro-medium-110-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-111-ext.xml.hg,3.3075056582346534,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-112-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-114-ext.xml.hg,3.7715986604448473,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-115-ext.xml.hg,3.0,5.0,3,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-117-ext.xml.hg,4.999998,6.0,5,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-118-ext.xml.hg,3.999998743013445,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-119-ext.xml.hg,4.0,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-120-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-121-ext.xml.hg,4.999998493258832,5.0,5,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-122-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-123-ext.xml.hg,4.999999576201534,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-124-ext.xml.hg,3.8288687260846643,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-125-ext.xml.hg,4.999999000000001,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-126-ext.xml.hg,3.999999621762962,5.0,4,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-127-ext.xml.hg,4.999999000000001,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-128-ext.xml.hg,5.0,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-129-ext.xml.hg,4.968945392327663,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-medium-130-ext.xml.hg,3.8143052202857946,6.0,4,6.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-131-ext.xml.hg,3.0,4.0,3,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-132-ext.xml.hg,3.999999935489824,4.0,4,4.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-133-ext.xml.hg,4.477710109865426,6.0,5,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-134-ext.xml.hg,4.000722526679432,6.0,4,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-136-ext.xml.hg,4.0,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-137-ext.xml.hg,6.0,6.0,6,6.0,-1,-1,-1,-1,6,6,inf
Kakuro-medium-140-ext.xml.hg,4.289931280664952,8.0,5,8.0,-1,-1,-1,-1,6,8,inf
Kakuro-medium-141-ext.xml.hg,5.0,5.0,5,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-145-ext.xml.hg,2.7743494013017505,5.0,3,5.0,-1,-1,-1,-1,4,4,inf
Kakuro-medium-146-ext.xml.hg,4.814683466718829,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
Kakuro-medium-147-ext.xml.hg,3.9999998860475245,5.0,4,5.0,-1,-1,-1,-1,5,5,inf
Kakuro-medium-149-ext.xml.hg,4.49568877551055,7.0,5,7.0,-1,-1,-1,-1,6,7,inf
